Original,Translate,Translate_GPT_1
Per avanpar chiunque l’è davanti.,pour mettre le feu à tous ceux qu'il rencontre.,Virez tout ce qu'il rencontre.
"A voler racontar de’ suo’ senbianti,",Je veux lui dire le visage.,Décrivez ses apparences
"E de la sua tranobile fazone,","et sa noble disposition,","et son inclination illustre,"
Sarebe assai vie più lungo sermone,Ça prendrait beaucoup plus de temps à dire.,Il faudrait beaucoup de temps pour l'exprimer.
Ch’a sermonar la vita a tutti i santi.,qui racontent la vie de tous les saints.,raconter la biographie de chaque Saint.
Quando Bellacoglienza sentì ’l caldo,Quand Belle réception sentit la chaleur,Quand Belle réception a perçu le chaud
"Di quel brandon,   che così l’avanpava,","de cette torche qui l'a brûlée,",de cette lampe de poche qui lui a fait briller.
Sì tosto fu ’l su’ cuor col mio saldo.,immédiatement son cœur s'est joint au mien;,Immédiatement son cœur devint avec le mien;
"E Venusso, ch’a•cciò la confortava,","et Vénus, qui l'a exhortée à cela,","Et Vénus, qui l'a incitée à cela,"
"Si trasse verso lei col viso baldo,",elle l'a approchée avec un visage puissant,Il l'a approchée avec un visage impressionnant.
Diciendo che ve•me troppo fallava:,Dire qu'il était coupable pour moi.,disant qu'il était responsable de moi.
"«Tu falli tropo verso quell’Amante,»","Vénus a dit, ""Vous faites une grosse erreur envers cet amant.""",Vénus a déclaré: Vous commettez un grand tort contre cet amant.
"Disse Venusso «che cotanto t’ama,",Vénus a dit qui t'aime tant;,Vénus a dit qu'il t'aimait beaucoup.
"Néd i’ non so al mondo sì gran dama,",Je ne connais aucune grande dame au monde.,Je ne connais aucune femme éminente dans le monde.
"Che di lui dovess’eser rifusante,",afin qu'il lui refuse:,pour qu'il le rejette
"Ch’egli è giovane, bello e avenante,","parce qu'il est jeune, beau et charmant,","car il est jeune, séduisant et séduisant."
"Cortese, franco e pro, di buona fama:","courtois, loyal, audacieux et bien respecté.","Affable, fidèle, ardent et bien estimé."
"Promettili un basciar, e a•tte ’l chiama,","Promets-lui un baiser et appelle-le vers toi,",Promets-lui un baiser et invite-le à toi.
Ch’e’ non à huon nel mondo più cielante».,parce que personne au monde n'est plus discret que lui.,parce que personne au monde n'est plus réservé que lui.
Bellacoglienza disse: «I’ vo’ che vegnia,Belle réception a dit: Je veux que vous veniez,Belle réception a dit: Je veux que vous veniez
"E basci il Fior, che tanto gli è piaciere,","et embrasse la Fleur qui aime tant,",Et embrassez la Fleur que vous aimez tant.
"Ma ched e’ sagiamente si contegnia,",mais qu'il soit sagement contenu,mais de s'abstenir sagement
"Che siate cierto, ch’e’ no•m’è spiaciere».",que vous êtes certain que ce n'est pas mon déplaisir,Assurez-vous que ce n'est pas mon regret
«Or gli ne manda alcuna buona ’nsegna»,Envoyez-lui un bon signe.,Envoyer une bonne indication
"Disse Venùs, «e fagliele a sapere».",Il a dit Vénus et lui a fait savoir,Il a affirmé Vénus et l'a informé
Per Bel-Senbiante e per Dolze-Riguardo,pour une belle apparence et pour un regard doux,Pour une apparence séduisante et pour un beau look.
Mi mandò la piaciente ch’i’ andasse,Il m'a informé que j'y allais.,Il m'a dit que je devais y aller.
"Nel su’ giardin, e ch’io il Fior basciase,",dans le jardin et que j'ai embrassé la Fleur,dans le jardin et embrasser la Fleur
"Né non portasse   già lancia né dardo,","ne pas porter de lances ou de flèches,",éviter de porter à la fois des lances et des flèches.
Ché lo Schifo era fatto sì codardo,parce que la Résistance était devenue si lâche,Pourquoi la Résistance était devenue si pusillanime
Ch’e’ non mi bisogniava ch’i ’l dottasse.,Je n'avais pas besoin de le craindre.,Je n'avais pas besoin de le craindre.
"Ma tuttor non volea ched i’ v’entrasse,",Mais il ne voulait toujours pas que j'y aille.,mais il ne voulait pas que j'y entre.
"Sed e’ non fosse nocte ben a tardo,",Sauf s'il était très tard la nuit.,Sauf qu'il n'était pas très tard la nuit.
Perciò che Chastità e Gielosia,donc que chasteté et jalousie,Alors quelle pureté et quelle possessivité
Sì ànno messo Paura e Vergognia,année confiée à la peur et à la honte,année confiée à la peur et à l'humiliation
"In le’ guardar, che non faccia follia,","pour la regarder, qu'elle ne fasse rien de fou","pour l'observer, afin qu'elle ne commette pas la sottise"
"Ed un villan, che truov’ognie menzognia,",et un méchant qui trouve tous les mensonges,et un homme maléfique qui trouve tout mensonge
"La guarda, il qual fu nato in Normandia:","Il la regarde, qui est né en Normandie","la scrute, qui est née en Normandie"
"Malabocha, «Que’ c’ognie mal sanpogna».","Malabocha, qui est la source de tout mal.","Maléfique, qui est la source de toute méchanceté."
"Udendo quella nobile novella,",en entendant cette noble histoire,Écouter cette noble narration
"Che que’ gienti messagi m’aportaro,","ils m'ont été amenés par ces messagers,",Ils m'ont été livrés par ces émissaires.
Sì forte mente il cuor   mi confortaro,J'ai ressenti tellement de consolation dans mon cœur.,J'ai ressenti un grand soulagement dans mon âme.
Che di gioia perde’ quasi la favella.,J'ai presque perdu le pouvoir du mot.,J'ai presque perdu le contrôle de ma langue pour exultation.
"Nel giardin me n’anda’ tutto ’n gonella,","Dans le jardin, je suis entré dans ma télécabine,","Dans le jardin, j'ai pénétré dans ma cabane."
"Sanz’armadura, com’e’ comandaro,","sans armes, comme ils l'avaient ordonné.","Non armé, comme ordonné."
E sì trovai quella col viso chiaro.,Et j'ai trouvé celui avec le visage clair.,Et j'ai découvert celui avec le visage pâle
"Bellacoglienza tosto a•ssé m’apella,",Belle réception tout de suite mon nom,"Accueil chaleureux, je me présente immédiatement."
"E disse: «Vien avanti e bascia ’l Fiore,",et dit: Approchez-vous et embrassez la Fleur;,"Et il dit, ""Faire et embrasser la Plante,"
"Ma guarda di far cosa che mi spiaccia,",Mais ne fais rien pour moi.,Mais ne fais rien pour me déranger.
Ché•ttu ne perderesti ognie mio amore».,Parce que tu perdrais tout mon amour.,parce que tu perdrais toute ma dévotion.
"Sì ch’i’ alor feci croce de le braccia,","Alors j'ai croisé mes bras,",C'est là que j'ai les bras entrelacés.
E sì ’l basciai co•molto gran tremore.,"et baisa la Fleur avec grand tremblement,","Et il a embrassé la Fleur avec une grande agitation,"
Sì forte ridottava suo minaccia.,si effrayé par sa menace,si terrifiée par son intimidation
Del molto olor ch’al cor m’entrò basciando,du parfum même qui est entré dans mon cœur quand j'ai embrassé,"de la fontaine de parfum qui, dans mon âme, a pénétré comme j'embrassais"
"Quel pretioso Fior, che tanto aulia,",cette fleur précieuse qui est si parfumée,ce pétale précieux qui est si parfumé
Contar né dir per me non si poria.,Je ne peux ni parler ni dire;,Je suis incapable de m'exprimer ou de m'exprimer.
Ma dirò come ’l mar s’andò   turbando,Mais je vais vous dire comment la mer est devenue orageuse,mais je vais exposer comment la mer est devenue orageuse
"Per MalaBocha, quel ladro normando,","pour Malabocha, ce voleur normand,","Pour Malabocha, que Norman malfaiteur,"
Che se n’avide e svegliò Gielosia,qui a vu l'événement et réveillé la jalousie,qui observa ce qui s'était passé et suscita l'envie.
"E Chastità, ché ciaschuna dormia,","et la chasteté, que chacun dormait","et la pureté, qui reposaient chacun"
Perch’i’ fu’ del giardin rimesso in bando.,où j'ai été de nouveau chassé du jardin.,J'ai donc été expulsé de nouveau du jardin.
"E sì vi conterò de la forteza,",Et maintenant je vais vous parler de la forteresse,Maintenant je vous parle de la forteresse
"Dove Bellacoglienza fu ’n prigione,",où la réception de Bell était en prison,Où la réception de Bell a été emprisonnée
Ch’Amor abatté poi per su’ prodezza;,ce que l'Amour a détruit avec sa force.,ce que l'Amour a dévasté par sa puissance.
E come Schifo mi tornò fellone,et comment la Résistance est devenue hostile,et comment la Résistance est devenue l'adversaire
E lungo tenpo mi tene in distreza;,"et m'a tenu dans l'angoisse pendant longtemps,","et m'a longtemps tourmenté,"
E come ritornò a me Ragione.,et comment Reason est revenue à moi.,et comment la Sagesse m'est revenue.
"Castità, che da Veno è guereggiata,","La chasteté, contre laquelle Vénus fait la guerre,","Pureté, contre laquelle Vénus se bat,"
"Sì disse a Gielosia: «Per Dio, merzede!","Il dit à la jalousie: ""Au nom de Dieu, aie pitié!","Il dit à l'envie: «Au nom de Dieu, aie pitié!»"
"S’a questo fatto l’uon non ci provede,",si à ce fait on ne fournit pas,"Si tel n'est pas le cas, on n'intervient pas."
I’ potre’ ben tosto esere adontata.,Je pourrais bientôt souffrir de honte.,Je pourrais bientôt me sentir embarrassé.
"Vergognia e Paura m’ànno abandonata,",la honte et la peur m'ont abandonné;,L'embrasement et la peur m'ont quitté.
"In quello Schifo foll’è chi si crede,",dans cette résistance à laquelle on croit,Dans cette ténacité dans laquelle on a la foi
Ch’i’ son ciertana   ch’e’ non ama a fede,"parce que je suis sûre qu'il n'aime pas fidèlement,",Parce que je suis sûr qu'il n'aime pas la loyauté.
Po’ del giardin sì mal guardò l’entrata.,Puis il regarda si mal l'entrée du jardin.,Puis il regarda si mal l'accès au jardin.
"Onde vo’ siete  la miglior guardiana,",où vous êtes le meilleur gardien,Où vous êtes le gardien le plus fiable.
Ch’i’ ’n esto mondo potese trovare:,que ce monde pourrait trouver,Que ce monde pourrait trouver
Gran luogo avete in  Lonbardia e ’n Toschana.,Vous êtes bien connu en Lombardie et en Toscane.,Vous êtes célèbre en Lombardie et en Toscane.
"Per Dio, ched e’ vi piaccia il Fior guardare,","Au nom de Dieu, que vous amusiez à regarder la Fleur!","Au nom de Dieu, que vous aimiez contempler Blossoming!"
"Ché, se que’, che ’l basciò, punto lo sgrana,","que, si ça, que je l'embrasse, devrait le ruiner,","que, si cette action, le saluer avec un baiser, devrait lui faire du mal,"
"Non fia misfatto, ch’uon poss’amendare».",Il ne peut jamais être corrigé.,une erreur ne peut jamais être corrigée.
"Gielosia disse: «I’ prendo a me la guarda,","Jalouxy a dit, ""Je vais prendre ma garde.""","Jalouxy a proclamé, ""Je prends garde."""
"Ch’a ben guardar il Fior è mia credenza,","regarder la Fleur, c'est ma croyance.","Observer la Fleur, c'est ma foi."
"Ch’i’ avrò giente di tal provedenza,",que j'aurai des gens d'une telle providence,que j'aurai des gens d'une telle grâce
Ched i’ non dotto già che Veno gli arda».,que je n'ai pas peur que Vénus les enflamme.,que je n'ai pas peur que Vénus les allume.
"Al giardin se n’andò, fier’ e ghagliarda,","Dans le jardin, il s'en alla, fier et fort,","Dans le jardin, il s'en alla, arrogant et vigoureux."
"Ed ivi si trovò Bellacoglienza,",et vous les trouvez Belle réception,Et vous les trouvez les bienvenues chaleureuses
"E disele: «Tu à’ fatta tal falenza,","Il lui dit : ""Tu as fait une telle erreur.""","Il lui dit : ""Tu as fait une telle folie."""
Ch’i’ ti tengho per folle e per musarda.,que je vous considère stupides et stupides.,que je considère comme stupide et fatidique.
"Ed a voi dico, Paur’ e Vergognia,","Et à vous, je dis, la peur et la honte","A toi, je te dis: Peur et larmes"
"Che chi di Fior guardar in voi si fida,",qui nous fait confiance pour regarder la Fleur,Lequel d'entre vous a confiance pour regarder Blossoming
Cierta son ch’e’ non à lett’ a Bolognia.,Je suis sûr que tu n'as pas étudié à Bologne.,Je suis sûr qu'il n'est pas allé à Bologne.
"E quello Schifo, che punt’or non grida,","Et cette Résistance, qui ne crie pas maintenant,","Cette résistance, ça ne crie pas maintenant,"
"Gli varia me’ ch’e’ fosse in Catalognia,","Ce serait mieux pour lui s'il était en Catalogne,",Il serait préférable qu'elle se trouve dans la région catalane.
Sed e’ non guarda   ben ciò ch’egli à ’n guida».,s'il n'est pas en mesure de protéger ce qui est à ses soins.,S'il n'est pas en mesure de garder ce qui lui est confié.
Vergognia contra terra il capo china,"Honte d'incliner ta tête au sol,",Remorse abaisse votre regard vers le sol.
"Ché ben s’avide, ch’ella avea fallato,","parce qu'il savait qu'il avait fait une erreur,",Parce qu'il savait qu'il avait fait une erreur.
"E d’un gran velo il viso avea velato,",et couvert son visage d'un grand voile.,Et enveloppé son visage d'un énorme voile.
"E sì disse a Paura, sua chugina:","Et il dit de craindre, son cousin:",Et il dit à son cousin:
"«Paura, no’ siàn messe nell’aina","La peur, nous sommes mis dans la haine","La peur, nous sommes mis en déplaisir."
"Di Gielosia, e ciò ci à prochacciato","de jalousie, et cela a conduit à","De l'envie, et cela a causé"
"Lo Schifo, perch’egli à cortesegiato","la Résistance, parce qu'il s'est battu","La guérilla, car il a ensorcelé"
"Al bel valetto, ch’i’ vid’ier mattina.",à ce beau garçon que j'ai vu hier matin.,Pour ce jeune homme séduisant que j'ai regardé hier matin.
"Or andiàn tosto, e troviàn quel villano,",Allons vite trouver ce méchant.,"Maintenant, procédons rapidement et identifions ce méchant."
E gli dirén com’e’ fia malbalito,"et nous lui dirons combien il est mal traité,",et nous lui dirons à quel point il est maltraité.
"Se Gielosia gli mette adosso mano,",si la jalousie met ses mains sur lui;,Si la jalousie l'attaque.
"Ch’egli à ’n ben guardar troppo fallito,",qu'il n'avait pas l'air bien et a échoué,qu'il n'a pas soigneusement examiné et échoué
"Ch’e’ sì dé eser a ciaschuno strano,",Pourquoi devrait-il être pour chaque étrange,Parce que ça devrait être inhabituel pour tout le monde.
E ’l Diavol sì•ll’à ora incortesito».,Mais le diable l'a rendu si raffiné !,Mais le diable l'a rendu si raffiné !
"Per lo Schifo trovar, ciaschun’andava,","Pour trouver la Résistance, chacun est allé","Pour découvrir la Résistance, tout le monde errait."
"Per dirli del misfatto molto male,",pour lui parler des méfaits très malsains,Informez-le sérieusement du crime.
E que’ s’avea fatto un capezale,et qu'ici il avait fait un chevet,et qu'un lit avait été créé ici
"D’un fascio d’erba, e sì soniferava.","d'un paquet d'herbe, et là il s'endormit.","d'un bouquet de végétation, et là il a sombré."
