,Paradiso,Parafrasi
171, perché fino al morir si vegghi e dorma con quello sposo ch’ogne voto accetta che caritate a suo piacer conforma,al fine di vegliare e dormire sino alla morte con quello sposo  che accetta ogni voto che la carità conforma alla sua volontà
172," Dal mondo, per seguirla, giovinetta fuggi’mi, e nel suo abito mi chiusi e promisi la via de la sua setta","Per seguirla da fanciulla fuggii dal mondo e vestii il suo abito, promettendo di seguire la regola del suo Ordine"
173," Uomini poi, a mal più ch’a bene usi, fuor mi rapiron de la dolce chiostra","In seguito degli uomini, avvezzi al male più che al bene, mi rapirono fuori dal dolce convento"
174, Iddio si sa qual poi mia vita fusi, Iddio sa quale fu poi la mia vita
175," E quest’ altro splendor che ti si mostra da la mia destra parte e che s’accende di tutto il lume de la spera nostra, ","E quest'altro splendore che ti appare alla mia destra e che si accende di tutta la luce del nostro Cielo, "
176," ciò ch’io dico di me, di sé intende",capisce bene ciò che io dico di me stessa
177," sorella fu, e così le fu tolta di capo l’ombra de le sacre bende", fu suora e le fu tolto nello stesso modo il velo dal capo
178," Ma poi che pur al mondo fu rivolta contra suo grado e contra buona usanza, non fu dal vel del cor già mai disciolta","Ma dopo che fu rivolta al mondo contro il suo volere e contro ogni buona usanza, tuttavia non fu mai separata dal velo del cuore "
179, Quest’ è la luce de la gran Costanza che del secondo vento di Soave generò ’l terzo e l’ultima possanza»,"Questa è l'anima della grande Costanza d'Altavilla, che dal secondo imperatore di Svevia  generò il terzo  che fu anche l'ultimo»"
180," Così parlommi, e poi cominciò ‘Ave, Maria’ cantando, e cantando vanio come per acqua cupa cosa grave","Così mi parlò, e poi iniziò a cantare 'Ave, Maria' e in questo modo svanì come un oggetto che affonda nell'acqua profonda"
181," La vista mia, che tanto lei seguio quanto possibil fu, poi che la perse, volsesi al segno di maggior disio, ","Il mio sguardo, che la seguì fin che gli fu possibile, dopo averla persa di vista, si rivolse all'oggetto principale del suo desiderio  "
182, e a Beatrice tutta si converse,e fissò Beatrice
183, ma quella folgorò nel mïo sguardo sì che da prima il viso non sofferse,ma lei folgorò il mio sguardo a tal punto che sulle prime non potei sopportarne la vista
184, e ciò mi fece a dimandar più tardo, e questo mi rese più restio a domandare
186," Intra due cibi, distanti e moventi d’un modo, prima si morria di fame, che liber’ omo l’un recasse ai denti","Un uomo dotato di libera scelta, posto fra due cibi a uguale distanza e ugualmente appetibili, morirebbe di fame prima di mangiarne uno"
187," sì si starebbe un agno intra due brame di fieri lupi, igualmente temendo","così un agnello starebbe tra due lupi che vogliono divorarlo, ugualmente temendo"
188, sì si starebbe un cane intra due dame, così starebbe un cane tra due daini
189," per che, s’i’ mi tacea, me non riprendo, da li miei dubbi d’un modo sospinto, poi ch’era necessario, né commendo","per cui, se io tacevo, non biasimo né lodo me stesso, poiché ciò era inevitabile visto che ero spinto dai miei dubbi allo stesso modo"
190," Io mi tacea, ma ’l mio disir dipinto m’era nel viso, e ’l dimandar con ello, più caldo assai che per parlar distinto","Io tacevo, ma il mio desiderio era dipinto sul mio viso e insieme ad esso la mia domanda, ancora più evidente che se non avessi parlato"
191," Fé sì Beatrice qual fé Danïello, Nabuccodonosor levando d’ira, che l’avea fatto ingiustamente fello","Beatrice si comportò come Daniele quando placò l'ira di Nabucodonosor, che era diventato ingiustamente crudele"
192, e disse,e disse
193," «Io veggio ben come ti tira uno e altro disio, sì che tua cura sé stessa lega sì che fuor non spira"," «Vedo bene come entrambi i desideri ti attraggono, così che la tua ansia frena se stessa e non traspare al di fuori"
194, Tu argomenti,Tu ragioni così
195," “Se ’l buon voler dura, la vïolenza altrui per qual ragione di meritar mi scema la misura?”"," ""Se la buona volontà persiste, per quale motivo la violenza altrui diminuisce per me la misura di ben meritare ?"""
196," Ancor di dubitar ti dà cagione parer tornarsi l’anime a le stelle, secondo la sentenza di Platone","Ti dà ancora motivo di dubitare il fatto che le anime sembrano tornare alle stelle, secondo l'opinione di Platone"
197, Queste son le question che nel tuo velle pontano igualmente,Queste sono le questioni che premono in egual misura la tua volontà
198, e però pria tratterò quella che più ha di felle, perciò tratterò per prima quella che è più pericolosa sul piano dottrinale
199," D’i Serafin colui che più s’india, Moïsè, Samuel, e quel Giovanni che prender vuoli, io dico, non Maria, ","Quel Serafino che è più vicino a Dio, Mosè, Samuele, Giovanni Battista o Evangelista, addirittura Maria, "
200," non hanno in altro cielo i loro scanni che questi spirti che mo t’appariro, né hanno a l’esser lor più o meno anni","hanno la loro sede nello stesso Cielo  di questi spiriti che ti sono appena apparsi, né la loro permanenza lì ha una durata più lunga o più breve"
201," ma tutti fanno bello il primo giro, e differentemente han dolce vita per sentir più e men l’etterno spiro","ma tutti loro adornano il Cielo più alto, e hanno un grado di felicità diverso a seconda che sentano più o meno lo Spirito Santo"
202," Qui si mostraro, non perché sortita sia questa spera lor, ma per far segno de la celestïal c’ha men salita","Ti sono apparsi qui nel I Cielo non perché esso sia assegnato loro come sede, ma per manifestare visibilmente il loro minor grado di beatitudine"
203," Così parlar conviensi al vostro ingegno, però che solo da sensato apprende ciò che fa poscia d’intelletto degno","Bisogna parlare così al vostro ingegno, poiché apprende solo attraverso i sensi ciò che poi diventa oggetto di conoscenza intellettiva"
204," Per questo la Scrittura condescende a vostra facultate, e piedi e mano attribuisce a Dio e altro intende","Per questo la Scrittura si adegua alle vostre facoltà e attribuisce tratti fisici a Dio, intendendo altro"
205," e Santa Chiesa con aspetto umano Gabrïel e Michel vi rappresenta, e l’altro che Tobia rifece sano","e la Santa Chiesa raffigura con aspetto umano gli arcangeli Gabriele e Michele, e l'altro  che guarì Tobia"
206," Quel che Timeo de l’anime argomenta non è simile a ciò che qui si vede, però che, come dice, par che senta","Ciò che il dialogo platonico Timeo afferma riguardo alle anime è diverso da ciò che si vede qui, dal momento che sembra che il filosofo intenda proprio quello che dice"
207," Dice che l’alma a la sua stella riede, credendo quella quindi esser decisa quando natura per forma la diede","Platone afferma che l'anima torna dopo la morte alla sua stella, poiché crede che essa se ne sia staccata quando la natura diede ad essa una forma sostanziale"
208," e forse sua sentenza è d’altra guisa che la voce non suona, ed esser puote con intenzion da non esser derisa","ma forse la sua opinione è diversa dal senso letterale, e in tal caso non è degna di essere derisa"
209," S’elli intende tornare a queste ruote l’onor de la influenza e ’l biasmo, forse in alcun vero suo arco percuote","Se Platone vuole attribuire a queste sfere celesti il merito e il biasimo dell'influenza astrale, forse non è lontano dalla verità"
210," Questo principio, male inteso, torse già tutto il mondo quasi, sì che Giove, Mercurio e Marte a nominar trascorse","Questa dottrina, male interpretata, indusse all'errore quasi tutti i popoli, così che identificarono con i pianeti Giove, Mercurio, Marte"
211," L’altra dubitazion che ti commove ha men velen, però che sua malizia non ti poria menar da me altrove","L'altro dubbio che ti tormenta è meno pericoloso, poiché la sua malizia non ti potrebbe allontanare da me "
212," Parere ingiusta la nostra giustizia ne li occhi d’i mortali, è argomento di fede e non d’eretica nequizia","Il fatto che la giustizia divina possa sembrare iniqua agli occhi degli uomini, è argomento di fede e non di eresia"
213," Ma perché puote vostro accorgimento ben penetrare a questa veritate, come disiri, ti farò contento","Ma poiché il vostro intelletto può ben interpretare questa verità, ti accontenterò come desideri"
214," Se vïolenza è quando quel che pate nïente conferisce a quel che sforza, non fuor quest’ alme per essa scusate","Se la violenza sussiste quando colui che la subisce non asseconda in nulla colui che la compie, allora queste anime non furono scusate per essa"
215," ché volontà, se non vuol, non s’ammorza, ma fa come natura face in foco, se mille volte vïolenza il torza","infatti la volontà, se non vuole, non viene meno, ma fa come il fuoco che tende per natura a salire, anche se mille volte la violenza  lo spinge in basso"
216," Per che, s’ella si piega assai o poco, segue la forza","Infatti, se la volontà si piega poco o molto, asseconda la violenza"
217, e così queste fero possendo rifuggir nel santo loco," e così fecero queste anime, dal momento che potevano tornare nel loro convento"
218," Se fosse stato lor volere intero, come tenne Lorenzo in su la grada, e fece Muzio a la sua man severo, ","Se la loro volontà fosse stata integra, come quella che tenne san Lorenzo sulla graticola e quella che indusse Mucio Scevola ad essere severo con la sua mano, "
219," così l’avria ripinte per la strada ond’ eran tratte, come fuoro sciolte","essa le avrebbe riportate sulla strada da cui erano state portate via, non appena libere dall'impedimento fisico"
220, ma così salda voglia è troppo rada, ma una volontà suprema di tal genere è troppo rara
221," E per queste parole, se ricolte l’hai come dei, è l’argomento casso che t’avria fatto noia ancor più volte","E grazie a queste mie parole, se le hai ascoltate nel modo dovuto, è confutato l'argomento che ti avrebbe danneggiato altre volte"
222," Ma or ti s’attraversa un altro passo dinanzi a li occhi, tal che per te stesso non usciresti","Ma ora ti si presenta agli occhi un nuovo interrogativo, tale che non potresti risolverlo da solo"
223, pria saresti lasso, prima ne saresti vinto
224," Io t’ho per certo ne la mente messo ch’alma beata non poria mentire, però ch’è sempre al primo vero appresso","Io ti ho detto con certezza che l'anima beata non può mentire, poiché è sempre in comunione con la verità divina"
225, e poi potesti da Piccarda udire che l’affezion del vel Costanza tenne,"e poi hai sentito da Piccarda che Costanza si mantenne fedele in cuore alla regola monastica, "
226, sì ch’ella par qui meco contradire,cosicché sembra contraddirmi
227," Molte fïate già, frate, addivenne che, per fuggir periglio, contra grato si fé di quel che far non si convenne","Molte volte, fratello, è accaduto che, per sfuggire un pericolo, si fece controvoglia ciò che non bisognava fare"
228," come Almeone, che, di ciò pregato dal padre suo, la propria madre spense, per non perder pietà si fé spietato","come Alcmeone, che, su preghiera del padre, uccise la propria madre, e mostrandosi devoto diventò spietato"
229," A questo punto voglio che tu pense che la forza al voler si mischia, e fanno sì che scusar non si posson l’offense","A questo proposito voglio che tu pensi che la violenza si mescola alla volontà, e questo fa sì che le offese compiute non si possono giustificare"
230, Voglia assoluta non consente al danno,La volontà assoluta non acconsente al danno
231," ma consentevi in tanto in quanto teme, se si ritrae, cadere in più affanno"," ma vi acconsente in tanto in quanto teme di subire un danno maggiore, se si tira indietro"
