id,Original,Translate
185," E un di loro incominciò",Uno di loro cominciò.
186," «Chiunque tu se’, così andando, volgi ’l viso","»Mentre procedi, girati verso di me, chiunque tu sia."
187," pon mente se di là mi vedesti unque»",Hai mai notato la mia presenza sulla Terra?
188," Io mi volsi ver’ lui e guardail fiso",Girai la testa verso di lui e lo scrutai con curiosità.
189," biondo era e bello e di gentile aspetto, ma l’un de’ cigli un colpo avea diviso"," di spadaAveva la bellezza dei nobili, capelli biondi e due sopracciglia regolari, a parte una che era stata divisa da un'impressionante ferita inferta da una spada."
190," Quand’ io mi fui umilmente disdetto d’averlo visto mai, el disse","Quando gli dissi in modo umile di non averlo mai incontrato, lui rispose"
191," «Or vedi»",Ora presta attenzione.
192," e mostrommi una piaga a sommo ’l petto",e mi indicò una ferita sulla parte alta del torace
193," Poi sorridendo disse",Ridacchiando pronunciò
194," «Io son Manfredi, nepote di Costanza imperadrice","»Io son Manfredi, pronipote dell'imperatrice Costanza."
195," ond’ io ti priego che, quando tu riedi, vadi a mia bella figlia, genitrice de l’onor di Cicilia e d’Aragona, ","Ti prego, quando tornerai sulla Terra, di andare dalla mia bellissima figlia, madre dei due eredi della corona di Sicilia e Aragona."
196," e dichi ’l vero a lei, s’altro si dice","e spiegare la mia situazione in merito al mio destino ultraterreno, se qualcos'altro viene detto su di esso."
197," Poscia ch’io ebbi rotta la persona di due punte mortali, io mi rendei, piangendo, a quei che volontier perdona","Dopo aver subito due ferite letali, mi rivolsi pentito e in lacrime a Colui che volentieri perdona."
198," Orribil furon li peccati miei",Ho commesso atti orribili.
199," ma la bontà infinita ha sì gran braccia, che prende ciò che si rivolge a lei","la bontà divina è senza limiti, e chi si affida a lei trova sempre rifugio."
200," Se ’l pastor di Cosenza, che a la caccia di me fu messo per Clemente allora, avesse in Dio ben letta questa faccia, ","Se il vescovo di Cosenza, che in quel momento fu spronato da papa Clemente IV a prendere provvedimenti contro di me, avesse conosciuto questo volto della misericordia divina,"
201," l’ossa del corpo mio sarieno ancora in co del ponte presso a Benevento, sotto la guardia de la grave mora",Le mie ossa sarebbero ancora seppellite tra i sassi presso la testa del ponte a Benevento.
202," Or le bagna la pioggia e move il vento di fuor dal regno, quasi lungo ’l Verde, dov’ e’ le trasmutò a lume spento","La pioggia bagnava le ceneri e il vento le ha disperse nei dintorni di Napoli, quasi a ridosso del fiume Liri, dove era stato trasferito al buio."
203," Per lor maladizion sì non si perde, che non possa tornar, l’etterno amore, mentre che la speranza ha fior del verde","Nonostante la maledizione della Chiesa, l'amore divino eterno non si esaurisce al punto da non poter tornare, a patto che ci sia ancora un po' di speranza."
204," Vero è che quale in contumacia more di Santa Chiesa, ancor ch’al fin si penta, star li convien da questa ripa in fore, ","Chiunque morisca senza riconoscere l'autorità della Santa Chiesa, anche se si ravvede prima di spirare, non sarà assolto."
205," per ognun tempo ch’elli è stato, trenta, in sua presunzïon, se tal decreto più corto per buon prieghi non diventa","Se delle preghiere buone riescono ad abbreviare il decreto, deve sostare nell'Antipurgatorio per un periodo trenta volte superiore a quello trascorso nella sua ribellione."
206," Vedi oggimai se tu mi puoi far lieto, revelando a la mia buona Costanza come m’hai visto, e anco esto divieto","Esamina se riesci a rendere Costanza felice, mostrandole come mi hai visto e anche questa proibizione."
207," ché qui per quei di là molto s’avanza»","In questo luogo, la preghiera dei viventi si traduce in interessanti benefici."
208," Quando per dilettanze o ver per doglie, che alcuna virtù nostra comprenda, l’anima bene ad essa si raccoglie, par ch’a nulla potenza più intenda"," che non sia quella di provare godimento o dolore.Una volta che l'anima si focalizza su un sentimento, come la gioia o il dolore, e suscita in noi qualche buon tratto di carattere, sembra avere solo la capacità di dare piacere oppure sofferenza."
209," e questo è contra quello error che crede ch’un’anima sovr’ altra in noi s’accenda","Chi crede che in noi vi sia un'unica anima, sbaglia."
210," E però, quando s’ode cosa o vede che tegna forte a sé l’anima volta, vassene ’l tempo e l’uom non se n’avvede","Quando si è affascinati da qualcosa che ha la capacità di catturare tutta l'attenzione e di rapire l'anima, il tempo sembra volare senza alcuna percezione da parte dell'uomo."
211," ch’altra potenza è quella che l’ascolta, e altra è quella c’ha l’anima intera","La forza che si sente nel fluire del tempo è una, mentre quella posseduta dall'intero spirito è completamente diversa."
212," questa è quasi legata e quella è sciolta","La prima è sciolta, mentre la seconda è quasi aggrappata."
213," Di ciò ebb’ io esperïenza vera, udendo quello spirto e ammirando","Ho avuto una conferma diretta da questo, ascoltando quello spirito che era stupefatto."
214," ché ben cinquanta gradi salito era lo sole, e io non m’era accorto, quando venimmo ove quell’ anime ad una gridaro a noi"," di sostareIl sole era così luminoso che ormai aveva raggiunto un'altezza di cinquanta gradi, ma io non me ne ero reso conto finché quelle anime non ci ordinarono di fermarci."
215," «Qui è vostro dimando»",Questo è il posto che avete richiesto.
216," Maggiore aperta molte volte impruna con una forcatella di sue spine l’uom de la villa quando l’uva imbruna, ","Il contadino, una volta che l'uva ha raggiunto la maturazione, sigilla con alcune spine un varco."
217," che non era la calla onde salìne lo duca mio, e io appresso, soli, come da noi la schiera si partìne",Il sentiero che mio maestro e io salimmo da soli si allargò non appena la folla di anime se ne fu andata.
218," Vassi in Sanleo e discendesi in Noli, montasi su in Bismantova e ’n Cacume con esso i piè",Si va a Sanleo e si viene da Noli; si monta la Bismantova e il monte Cacume solo con le proprie gambe.
219," ma qui convien ch’om voli","per raggiungere quel luogo, dovrai prendere un aereo."
220," dico con l’ale snelle e con le piume del gran disio, di retro a quel condotto che speranza mi dava e facea lume","Volare con leggiadria, gonfie di speranza e grande desiderio le piume dell'anima seguendo il conforto offerto dalla guida che apriva la via."
221," Noi salavam per entro ’l sasso rotto, e d’ogne lato ne stringea lo stremo, e piedi e man volea il suol di sotto","Salivamo la roccia scabra e strette pareti ci confinavano da ambo i lati, afferrandoci con mani e piedi per progredire."
222," Poi che noi fummo in su l’orlo suppremo de l’alta ripa, a la scoperta piaggia, ","Arrivati al limite superiore della ripida parete, dove il declivio era più dolce,"
223," «Maestro mio», diss’ io, «che via faremo?»","Chiesi al mio maestro, «Qual è la prossima mossa?»"
224," Ed elli a me",Io a lui
225," «Nessun tuo passo caggia",»Nessun passo di te debba essere diretto verso il basso.
226," pur su al monte dietro a me acquista, fin che n’appaia alcuna scorta saggia»","Continua a salire senza di me, fino a quando incontriamo qualcuno che ci possa guidare."
227," Lo sommo er’ alto che vincea la vista, e la costa superba più assai che da mezzo quadrante a centro lista","La vetta era così elevata che non si riusciva a scorgere, e la discesa molto più ripida della linea sulla metà del quadrante."
228," Io era lasso, quando cominciai"," ciaoIo stavo esaurendo le mie energie, quando dissi ciao."
229," «O dolce padre, volgiti, e rimira com’ io rimango sol, se non restai»","«Padre Adorato, gira la testa e osserva quanto sono solo se non ti fermi.»"
230," «Figliuol mio», disse, «infin quivi ti tira», additandomi un balzo poco in sùe che da quel lato il poggio tutto gira","Lui mi indicò un ripiano posto più in alto, che attorniava il monte, e disse «Figlio mio, fai del tuo meglio per raggiungerlo»."
231," Sì mi spronaron le parole sue, ch’i’ mi sforzai carpando appresso lui, tanto che ’l cinghio sotto i piè mi fue",Le sue parole mi spinsero a tal punto che procedetti carponi dietro di lui fino al raggiungimento del ripiano.
232," A seder ci ponemmo ivi ambedui vòlti a levante ond’ eravam saliti, che suole a riguardar giovare altrui","Ci sedemmo lì entrambi, rivolti verso est nella direzione da cui eravamo saliti, che era piacevole da ammirare."
233," Li occhi prima drizzai ai bassi liti","Inizialmente, guardai a terra."
234," poscia li alzai al sole, e ammirava che da sinistra n’eravam feriti",alzai lo sguardo al sole e rimasi stupito che quel bagliore arrivasse da sinistra
235," Ben s’avvide il poeta ch’ïo stava stupido tutto al carro de la luce, ove tra noi e Aquilone intrava","Virgilio notò che io ero stupito dal vedere il carro della luce, in quel momento in cui si avvicinava a noi e al nord."
236," Ond’ elli a me",A quel punto mi comunicò
237," «Se Castore e Poluce fossero in compagnia di quello specchio che sù e giù del suo lume conduce, ","Se la costellazione dei Gemelli fosse coordinata con quel riflesso che solleva e abbassa luce, "
238," tu vedresti il Zodïaco rubecchio ancora a l’Orse più stretto rotare, se non uscisse fuor del cammin vecchio","Vedresti lo Zodiaco arrossarsi ulteriormente mentre si sposta verso nord, salvo che non abbandoni il sentiero solito."
239," Come ciò sia, se ’l vuoi poter pensare, dentro raccolto, imagina Sïòn con questo monte in su la terra stare sì, ","Per comprendere come ciò sia realizzabile, visualizza con precisione Gerusalemme e il Purgatorio sulla Terra."
240," ch’amendue hanno un solo orizzòn e diversi emisperi",in modo tale che uniscano le loro visioni in un'unica direzione ma mantengano anche le proprie individualità.
241," onde la strada che mal non seppe carreggiar Fetòn, vedrai come a costui convien che vada da l’un, ",vedrai che il traiettoria del sole deve percorrere una direzione differente se visto da Gerusalemme.
242," quando a colui da l’altro fianco, se lo ’ntelletto tuo ben chiaro bada»","E, se la tua mente è allineata, per coloro che sono presenti qui dissi"
243," «Certo, maestro mio,» diss’ io, «unquanco non vid’ io chiaro sì com’ io discerno là dove mio ingegno parea manco, ","«Mai come ora, rispetto a prima, comprendo perfettamente le cose che non riuscivo a capire» dissi al mio maestro."
244," che ’l mezzo cerchio del moto superno, che si chiama Equatore in alcun’ arte, ","Il Primo Mobile è rappresentato come un cerchio nell'arte astronomica, conosciuto come equatore."
245," e che sempre riman tra ’l sole e ’l verno, per la ragion che di’, quinci si parte verso settentrïon, quanto li Ebrei vedevan lui verso la calda parte","E resta sempre equidistante tra l'estate e l'inverno, esattamente come gli Ebrei vedevano la distanza che li separava da nord."
246," Ma se a te piace, volontier saprei quanto avemo ad andar","Se sei d'accordo, vorrei sapere fin dove dobbiamo andare?"
247," ché ’l poggio sale più che salir non posson li occhi miei»","Dove il mio sguardo arriva, il monte è ancora più in alto."
248," Ed elli a me",E io a lui
249," «Questa montagna è tale, che sempre al cominciar di sotto è grave",Affrontare la salita di questa montagna è sempre molto faticoso sin dall'inizio.
250," e quant’ om più va sù, e men fa male","man mano che si sale, la difficoltà diminuisce"
251," Però, quand’ ella ti parrà soave tanto, che sù andar ti fia leggero com’ a seconda giù andar per nave, ","Quando essa ti sembrerà tanto piacevole che salire sarà come guidare la corrente di un fiume,"
252," allor sarai al fin d’esto sentiero",Alla conclusione di questo percorso
253," quivi di riposar l’affanno aspetta",fermati qui per riposarti
254," Più non rispondo, e questo so per vero»","Non ho più da aggiungere, e so che questa è la verità."
