id,Original,Translate
193," Quand’ io mi fui umilmente disdetto d’averlo visto mai, el disse","Quando gli ebbi detto umilmente di non averlo mai visto, lui ribatté"
194," «Or vedi»"," «Ora guarda»"
195," e mostrommi una piaga a sommo ’l petto"," e mi mostrò una piaga in alto sul petto"
196," Poi sorridendo disse",Poi sorridendo disse
197," «Io son Manfredi, nepote di Costanza imperadrice"," «Io sono Manfredi, nipote dell'imperatrice Costanza"
198," ond’ io ti priego che, quando tu riedi, vadi a mia bella figlia, genitrice de l’onor di Cicilia e d’Aragona, "," allora io ti prego, quando tornerai sulla Terra, di andare dalla mia bella figlia , madre dei due eredi della corona di Sicilia e Aragona, "
199," e dichi ’l vero a lei, s’altro si dice"," e di dirle la verità su di me, se si racconta altro sulla mia sorte ultraterrena"
200," Poscia ch’io ebbi rotta la persona di due punte mortali, io mi rendei, piangendo, a quei che volontier perdona","Dopo che io ricevetti  due ferite mortali, io mi rivolsi pentito e in lacrime a Colui che perdona volentieri"
201," Orribil furon li peccati miei","I miei peccati furono orrendi, "
202," ma la bontà infinita ha sì gran braccia, che prende ciò che si rivolge a lei",ma la bontà divina ha delle braccia così ampie che accoglie tutti coloro che si rivolgono a lei
203," Se ’l pastor di Cosenza, che a la caccia di me fu messo per Clemente allora, avesse in Dio ben letta questa faccia, ","Se il vescovo di Cosenza, che allora fu incitato contro di me da papa Clemente quarto, avesse letto questo volto del perdono di Dio, "
204," l’ossa del corpo mio sarieno ancora in co del ponte presso a Benevento, sotto la guardia de la grave mora","le ossa del mio corpo sarebbero ancora sepolte sotto il mucchio di sassi presso la testa del ponte, a Benevento"
205," Or le bagna la pioggia e move il vento di fuor dal regno, quasi lungo ’l Verde, dov’ e’ le trasmutò a lume spento","Ora invece le bagna la pioggia e le disperde il vento fuori dal regno di Napoli, quasi lungo il fiume Liri, dove egli le fece traslare a lume spento"
206," Per lor maladizion sì non si perde, che non possa tornar, l’etterno amore, mentre che la speranza ha fior del verde","Per la maledizione della Chiesa l'eterno amore divino non si perde al punto che non possa tornare, finché c'è un po' di speranza"
207," Vero è che quale in contumacia more di Santa Chiesa, ancor ch’al fin si penta, star li convien da questa ripa in fore, ","È pur vero che chi muore in contumacia della Santa Chiesa, anche se si pente in punto di morte, "
208," per ognun tempo ch’elli è stato, trenta, in sua presunzïon, se tal decreto più corto per buon prieghi non diventa","deve stare nell'Antipurgatorio trenta volte il tempo che ha trascorso nella sua ribellione, se questo decreto non viene abbreviato grazie a delle buone preghiere"
209," Vedi oggimai se tu mi puoi far lieto, revelando a la mia buona Costanza come m’hai visto, e anco esto divieto","Vedi ormai se puoi farmi felice, rivelando alla mia buona Costanza come mi hai visto  e anche questo divieto"
210," ché qui per quei di là molto s’avanza»"," qui, infatti, si traggono grandi benefici grazie alle preghiere dei vivi»"
212," Quando per dilettanze o ver per doglie, che alcuna virtù nostra comprenda, l’anima bene ad essa si raccoglie, par ch’a nulla potenza più intenda","Quando l'anima, a causa di una gioia o di un dolore che attiri su di sé una nostra virtù, si concentra tutta su di essa, sembra che non eserciti nessun'altra potenza"
213," e questo è contra quello error che crede ch’un’anima sovr’ altra in noi s’accenda"," e questo contraddice l'errore di chi crede che in noi vi siano molteplici anime"
214," E però, quando s’ode cosa o vede che tegna forte a sé l’anima volta, vassene ’l tempo e l’uom non se n’avvede","E perciò, quando si ascolta o si vede una cosa che assorbe tutta l'attenzione dell'anima, il tempo corre e l'uomo non se ne accorge"
215," ch’altra potenza è quella che l’ascolta, e altra è quella c’ha l’anima intera","infatti, la potenza che percepisce lo scorrere del tempo è una, mentre quella che possiede l'anima intera è un'altra"
216," questa è quasi legata e quella è sciolta"," quest'ultima è quasi legata, mentre la prima è libera"
217," Di ciò ebb’ io esperïenza vera, udendo quello spirto e ammirando","Di questo io ebbi una conferma diretta, ascoltando quello spirito  pieno di stupore"
218," ché ben cinquanta gradi salito era lo sole, e io non m’era accorto, quando venimmo ove quell’ anime ad una gridaro a noi"," infatti, il sole era salito in cielo di ben cinquanta gradi e io non me n'ero accorto, quando giungemmo al punto in cui quelle anime dissero a una voce"
219," «Qui è vostro dimando»"," «Questo è il luogo che avete chiesto»"
220," Maggiore aperta molte volte impruna con una forcatella di sue spine l’uom de la villa quando l’uva imbruna, ","Molte volte il contadino, quando l'uva è matura, ostruisce con una piccola quantità di spine un'apertura  "
221," che non era la calla onde salìne lo duca mio, e io appresso, soli, come da noi la schiera si partìne","più grande di quanto fosse il sentiero per cui salì il mio maestro e io dietro di lui, soli, non appena la schiera di anime se ne andò"
222," Vassi in Sanleo e discendesi in Noli, montasi su in Bismantova e ’n Cacume con esso i piè","Si procede in Sanleo e si scende a Noli, si sale sul Bismantova e sul monte Cacume solo con i piedi"
223," ma qui convien ch’om voli"," ma lì è necessario volare"
224," dico con l’ale snelle e con le piume del gran disio, di retro a quel condotto che speranza mi dava e facea lume","volare, intendo dire, con le ali leggere e le piume del grande desiderio, dietro a quella guida  che mi dava speranza e faceva strada"
225," Noi salavam per entro ’l sasso rotto, e d’ogne lato ne stringea lo stremo, e piedi e man volea il suol di sotto","Noi salivamo entro il sentiero scavato nella roccia e le estremità ci stringevano da ogni lato, e bisognava aiutarsi con mani e piedi"
226," Poi che noi fummo in su l’orlo suppremo de l’alta ripa, a la scoperta piaggia, ","Quando raggiungemmo l'orlo superiore dell'alta parete, dove il pendio era più spazioso, "
227," «Maestro mio», diss’ io, «che via faremo?»","dissi «Maestro mio, ora che strada prenderemo?»"
228," Ed elli a me"," E lui a me"
229," «Nessun tuo passo caggia"," «Nessun tuo passo vada verso il basso"
230," pur su al monte dietro a me acquista, fin che n’appaia alcuna scorta saggia»"," prosegui sempre in alto dietro di me, finché ci apparirà qualcuno che ci fornisca indicazioni»"
231," Lo sommo er’ alto che vincea la vista, e la costa superba più assai che da mezzo quadrante a centro lista","La cima era così alta che non si vedeva, e la pendenza assai più ripida dell'asticciola a metà del quadrante "
232," Io era lasso, quando cominciai","Io ero stanco, quando dissi"
233," «O dolce padre, volgiti, e rimira com’ io rimango sol, se non restai»"," «Dolce padre, voltati e guarda come rimango da solo, se non ti fermi»"
234," «Figliuol mio», disse, «infin quivi ti tira», additandomi un balzo poco in sùe che da quel lato il poggio tutto gira","Lui disse «Figlio mio, cerca di arrivare fin qui», indicandomi un ripiano poco più alto che da quel lato circonda tutto il monte"
235," Sì mi spronaron le parole sue, ch’i’ mi sforzai carpando appresso lui, tanto che ’l cinghio sotto i piè mi fue","Le sue parole mi spronarono a tal punto che io mi sforzai, camminando carponi dietro di lui, finché giunsi su quel ripiano"
236," A seder ci ponemmo ivi ambedui vòlti a levante ond’ eravam saliti, che suole a riguardar giovare altrui","Ci sedemmo lì entrambi, rivolti a levante nella direzione da cui eravamo saliti, cosa che di solito fa piacere guardare"
237," Li occhi prima drizzai ai bassi liti","Dapprima guardai verso il basso, "
238," poscia li alzai al sole, e ammirava che da sinistra n’eravam feriti",poi alzai lo sguardo al sole ed ero stupito del fatto che ci colpisse da sinistra
239," Ben s’avvide il poeta ch’ïo stava stupido tutto al carro de la luce, ove tra noi e Aquilone intrava","Virgilio capì che io guardavo meravigliato il carro della luce , nel punto in cui avanzava tra noi e il nord"
240," Ond’ elli a me",Allora mi disse
241," «Se Castore e Poluce fossero in compagnia di quello specchio che sù e giù del suo lume conduce, "," «Se la costellazione dei Gemelli fosse congiunta con quello specchio che fa salire e scendere la luce , "
242," tu vedresti il Zodïaco rubecchio ancora a l’Orse più stretto rotare, se non uscisse fuor del cammin vecchio"," tu vedresti lo Zodiaco rosseggiante  ruotare ancora più vicino al nord, a meno che non uscisse dal suo consueto cammino"
243," Come ciò sia, se ’l vuoi poter pensare, dentro raccolto, imagina Sïòn con questo monte in su la terra stare sì, ","Se vuoi capire come ciò sia possibile, immagina con grande concentrazione che Gerusalemme e il Purgatorio stiano sulla Terra, "
244," ch’amendue hanno un solo orizzòn e diversi emisperi","in modo tale che entrambi abbiano un unico orizzonte, ma diversi emisferi "
245," onde la strada che mal non seppe carreggiar Fetòn, vedrai come a costui convien che vada da l’un, "," per cui vedrai che il cammino del sole deve procedere da una parte per chi è a Gerusalemme "
246," quando a colui da l’altro fianco, se lo ’ntelletto tuo ben chiaro bada»"," e dall'altra per chi è qui, se il tuo intelletto comprende chiaramente»Io dissi"
247," «Certo, maestro mio,» diss’ io, «unquanco non vid’ io chiaro sì com’ io discerno là dove mio ingegno parea manco, "," «Certo, maestro mio,» dissi, «non ho mai visto così chiaramente come io ora capisco ciò che prima faticavo a comprendere,"
248," che ’l mezzo cerchio del moto superno, che si chiama Equatore in alcun’ arte, "," cioè che il cerchio meridiano del Primo Mobile , che è chiamato Equatore nell'arte astronomica, "
249," e che sempre riman tra ’l sole e ’l verno, per la ragion che di’, quinci si parte verso settentrïon, quanto li Ebrei vedevan lui verso la calda parte"," e che resta sempre a metà tra il sole e l'inverno, per la ragione che hai spiegato dista da qui a nord tanto quanto gli Ebrei lo vedevano distare da loro a sud "
250," Ma se a te piace, volontier saprei quanto avemo ad andar","Ma se sei d'accordo, vorrei sapere quanto dobbiamo ancora procedere, "
251," ché ’l poggio sale più che salir non posson li occhi miei»",perché il monte si erge più in alto di dove arrivino i miei occhi»
252," Ed elli a me",E lui a me
253," «Questa montagna è tale, che sempre al cominciar di sotto è grave"," «Questa montagna è tale che all'inizio l'ascesa è sempre molto faticosa"
254," e quant’ om più va sù, e men fa male"," quanto più si va su, tanto meno è ardua"
255," Però, quand’ ella ti parrà soave tanto, che sù andar ti fia leggero com’ a seconda giù andar per nave, ","Perciò, quando essa ti sembrerà tanto dolce che il salire sarà per te facile come scendere la corrente di un fiume, "
256," allor sarai al fin d’esto sentiero",allora sarai alla fine di questo cammino
257," quivi di riposar l’affanno aspetta"," aspetta a riposarti qui"
258," Più non rispondo, e questo so per vero»"," Non aggiungo altro, e so che questo è vero»"
259," E com’ elli ebbe sua parola detta, una voce di presso sonò","E appena Virgilio ebbe finito di parlare, si sentì una voce lì vicino"
260," «Forse che di sedere in pria avrai distretta»"," «Forse prima avrai bisogno di sederti»"
261," Al suon di lei ciascun di noi si torse, e vedemmo a mancina un gran petrone, del qual né io né ei prima s’accorse","Al suono di quella voce ci voltammo entrambi e vedemmo alla nostra sinistra una gran roccia, della quale nessuno dei due prima si era accorto"
262," Là ci traemmo","Andammo lì "
263," e ivi eran persone che si stavano a l’ombra dietro al sasso come l’uom per negghienza a star si pone","e trovammo delle anime che stavano all'ombra dietro il sasso, come qualcuno che riposa negligente"
264," E un di lor, che mi sembiava lasso, sedeva e abbracciava le ginocchia, tenendo ’l viso giù tra esse basso","E uno di loro, che mi sembrava stanco, sedeva e abbracciava le ginocchia, tenendo la testa rivolta a terra tra le gambe"
265," «O dolce segnor mio», diss’ io, «adocchia colui che mostra sé più negligente che se pigrizia fosse sua serocchia»","Io dissi «O dolce mio maestro, guarda quell'anima che sembra più negligente che se la pigrizia fosse sua sorella»"
