,Inferno,Parafrasi
142,"  Ma quell’anime, ch’eran lasse e nude, cangiar colore e dibattero i denti, ratto che ’nteser le parole crude","Ma quelle anime, che erano nude e prostrate, cambiarono colore e batterono i denti, appena udirono le sue parole crude"
143,"  Bestemmiavano Dio e lor parenti, l’umana spezie e ’l loco e ’l tempo e ’l seme di lor semenza e di lor nascimenti","Bestemmiavano Dio e i loro genitori, la specie umana, il luogo, il momento e il seme del loro concepimento e della loro nascita"
144,"  Poi si ritrasser tutte quante insieme, forte piangendo, a la riva malvagia ch’attende ciascun uom che Dio non teme","Poi si portarono tutte insieme, piangendo disperati, alla sponda del fiume infernale che attende ogni uomo che non teme Dio"
145,"  Caron dimonio, con occhi di bragia loro accennando, tutte le raccoglie","Il demonio Caronte, con gli occhi fiammeggianti come brace, facendo loro dei cenni le raccoglie tutte"
146, batte col remo qualunque s'adagia, batte col suo remo qualunque di essi che si stenda 
147,"  Come d’autunno si levan le foglie l’una appresso de l’altra, fin che ’l ramo vede a la terra tutte le sue spoglie,  similemente il mal seme d’Adamo gittansi di quel lito ad una ad una, per cenni come augel per suo richiamo","Come d'autunno cadono le foglie, una dopo l'altra, finché il ramo vede a terra tutte le sue vesti, allo stesso modo la cattiva discendenza di Adamo  si getta da quella riva ad una ad una, rispondendo ai cenni di Caronte, come un uccello risponde al richiamo"
148,"  Così sen vanno su per l’onda bruna, e avanti che sien di là discese, anche di qua nuova schiera s’auna","Così vanno lungo le acque scure del fiume, e prima che siano scese dall'altra parte, di qua si è accalcata un'altra schiera"
149,"  ""Figliuol mio"", disse 'l maestro cortese, ""quelli che muoion ne l'ira di Dio tutti convegnon qui d'ogne paese","«Figlio mio,» disse il nobile maestro, «tutti quelli che muoiono in disgrazia si radunano qui da tutto il mondo:"
150,"  e pronti sono a trapassar lo rio, ché la divina giustizia li sprona, sì che la tema si volve in disio","e sono ansiosi di passare il fiume, poiché la giustizia di Dio li sprona e fa sì che il timore si trasformi in desiderio"
151,  Quinci non passa mai anima buona,"Di qui non passa nessun'anima che sia buona,"
152," e però, se Caron di te si lagna, ben puoi sapere omai che ’l suo dir suona"""," perciò, se Caronte si lamenta di te, ormai puoi capire cosa significano le sue parole »"
153,"  Finito questo, la buia campagna tremò sì forte, che de lo spavento la mente di sudore ancor mi bagna","Alla fine di ciò, quei luoghi oscuri tremarono così forte che, dalla paura, il solo ricordo mi bagna di sudore"
154,"  La terra lagrimosa diede vento, che balenò una luce vermiglia la qual mi vinse ciascun sentimento","La terra bagnata di lacrime produsse un vento, il quale fece lampeggiare una luce rossastra che sopraffece ogni mio senso"
155,  e caddi come l’uom cui sonno piglia, e caddi come l'uomo preso da sonno 
157," Ruppemi l’alto sonno ne la testa un greve truono, sì ch’io mi riscossi come persona ch’è per forza desta","Un forte tuono interruppe il sonno nella mia testa, così che io mi scossi come qualcuno che si sveglia di soprassalto"
158," e l’occhio riposato intorno mossi, dritto levato, e fiso riguardai per conoscer lo loco dov’io fossi","e mossi intorno lo sguardo riposato, fissandolo dritto, e osservai con attenzione per capire dove mi trovassi"
159,  Vero è che ’n su la proda mi trovai de la valle d’abisso dolorosa che ’ntrono accoglie d’infiniti guai,"In effetti mi ritrovai sull'orlo estremo della valle dolorosa dell'Inferno, che accoglie in sé un rimbombo di infiniti lamenti"
160,"  Oscura e profonda era e nebulosa tanto che, per ficcar lo viso a fondo, io non vi discernea alcuna cosa","Era a tal punto oscura, profonda e nebulosa che pur figgendo lo sguardo al fondo, non riuscivo a vedere nulla"
161,"  ""Or discendiam qua giù nel cieco mondo"", cominciò il poeta tutto smorto","«Ora iniziamo a scendere nel mondo cieco,» cominciò Virgilio pallido in volto"
162," ""Io sarò primo, e tu sarai secondo"""," «Io andrò per primo, tu mi seguirai»"
163,"  E io, che del color mi fui accorto, dissi: ""Come verrò, se tu paventi che suoli al mio dubbiare esser conforto?""","E io, accortomi del suo pallore, dissi: «Come potrò venire, se tu, che solitamente conforti ogni mio dubbio, sei spaventato?»"
164,"  Ed elli a me: ""L’angoscia de le genti che son qua giù, nel viso mi dipigne quella pietà che tu per tema senti",Lui mi rispose: «L'angoscia delle anime che sono relegate qui dipinge sul mio volto quel tormento che tu credi paura
165,"  Andiam, ché la via lunga ne sospigne""","Andiamo, poiché il viaggio è lungo e non abbiamo tempo da perdere» "
166, Così si mise e così mi fé intrare nel primo cerchio che l’abisso cigne,Così procedette e mi introdusse nel primo cerchio che attornia la voragine infernale
167,"  Quivi, secondo che per ascoltare, non avea pianto mai che di sospiri che l’aura etterna facevan tremare","Qui, stando ad ascoltare, si sentivano solo dei sospiri, che facevano tremare l'aria eterna"
168,"  ciò avvenia di duol sanza martìri, ch’avean le turbe, ch’eran molte e grandi, d’infanti e di femmine e di viri","ciò era dovuto al dolore senza tormenti subìto dalle schiere di anime, che erano molto numerose, di bambini, donne e uomini"
169,"  Lo buon maestro a me: ""Tu non dimandi che spiriti son questi che tu vedi? Or vo’ che sappi, innanzi che più andi,  ch’ei non peccaro","Il buon maestro mi disse: «Non mi chiedi chi sono questi spiriti che vedi? Prima di procedere oltre, voglio che tu sappia che essi non peccarono"
170," e s’elli hanno mercedi, non basta, perché non ebber battesmo, ch’è porta de la fede che tu credi"," e se essi hanno meriti ciò non è sufficiente, perché non hanno ricevuto il battesimo che ammette alla fede in cui tu credi"
171,"  e s’e’ furon dinanzi al cristianesmo, non adorar debitamente a Dio: e di questi cotai son io medesmo","e se essi sono vissuti prima del Cristianesimo, non adorarono Dio nel modo dovuto: io stesso faccio parte di questa categoria"
172,"  Per tai difetti, non per altro rio, semo perduti, e sol di tanto offesi che sanza speme vivemo in disio""","Siamo perduti per questa colpa e non per altri peccati, e la nostra unica pena è di vivere in un desiderio senza speranza»"
173,"  Gran duol mi prese al cor quando lo ’ntesi, però che gente di molto valore conobbi che ’n quel limbo eran sospesi","Quando sentii questo provai un grande dolore al cuore, poiché compresi che in quel Limbo erano sospese anime di personaggi molto eminenti"
174,"  ""Dimmi, maestro mio, dimmi, segnore"", comincia’ io per volere esser certo di quella fede che vince ogne errore:  ","«Dimmi, o mio maestro e signore,» cominciai per accertarmi di quella fede che toglie ogni dubbio:"
175,"  ""uscicci mai alcuno, o per suo merto o per altrui, che poi fosse beato?""","«è mai successo che qualcuno uscisse da questo luogo, per merito proprio o di altri, che poi diventasse beato?» "
176," E quei che ’ntese il mio parlar coverto,  rispuose: ""Io era nuovo in questo stato, quando ci vidi venire un possente, con segno di vittoria coronato","E Virgilio, che comprese le mie velate parole, rispose: «Io ero da poco in questa condizione, quando vidi entrare qui un possente , che portava i segni della vittoria"
177,"  Trasseci l’ombra del primo parente, d’Abèl suo figlio e quella di Noè, di Moïsè legista e ubidente","Fece uscire da qui l'ombra del primo padre , di suo figlio Abele e di Noè, di Mosè legislatore ubbidiente"
178,"  Abraàm patrïarca e Davìd re, Israèl con lo padre e co’ suoi nati e con Rachele, per cui tanto fé,  ","quella del patriarca Abramo e del re David, Israele  coi suoi figli e con la moglie Rachele, per la quale fece così tanto"
179,"  e altri molti, e feceli beati","e molti altri, e li rese tutti beati"
180," E vo’ che sappi che, dinanzi ad essi, spiriti umani non eran salvati"""," E voglio che tu sappia che, prima di loro, nessuno spirito si era potuto salvare»"
181,"  Non lasciavam l’andar perch’ei dicessi, ma passavam la selva tuttavia, la selva, dico, di spiriti spessi","Mentre Virgilio parlava non cessavamo di camminare, ma superavamo quella fitta folla di spiriti"
182,"  Non era lunga ancor la nostra via di qua dal sonno, quand’io vidi un foco ch’emisperio di tenebre vincia","Non avevamo percorso una lunga strada dal momento in cui mi ero risvegliato, quando io vidi una luce che superava un emisfero di tenebre"
183,"  Di lungi n’eravamo ancora un poco, ma non sì ch’io non discernessi in parte ch’orrevol gente possedea quel loco","Eravamo ancora a una certa distanza da essa, ma non tanto che io non potessi capire che quel luogo era occupato da spiriti onorevoli"
184,"  ""O tu ch’onori scïenzïa e arte, questi chi son c’ hanno cotanta onranza, che dal modo de li altri li diparte?""","«O tu che fai onore alla scienza e all'arte, chi sono costoro che hanno tanta considerazione da avere una condizione diversa dalle altre anime?»"
185,"  E quelli a me: ""L’onrata nominanza che di lor suona sù ne la tua vita, grazïa acquista in ciel che sì li avanza""","E Virgilio mi rispose: «La fama eccellente che nel mondo terreno ancora sopravvive di loro, acquista loro una grazia in Cielo che li distingue dagli altri spiriti»"
186,"  Intanto voce fu per me udita: ""Onorate l’altissimo poeta",Intanto io udii una voce: «Rendete onore all'altissimo poeta: 
187," l’ombra sua torna, ch’era dipartita""","la sua anima, che se n'era andata, ritorna»"
188,"  Poi che la voce fu restata e queta, vidi quattro grand’ombre a noi venire: sembianz’avevan né trista né lieta","Dopo che la voce cessò e si acquietò, vidi quattro grandi anime venirci incontro: non avevano aspetto triste, né lieto"
189,"  Lo buon maestro cominciò a dire: ""Mira colui con quella spada in mano, che vien dinanzi ai tre sì come sire:  quelli è Omero poeta sovrano","Il buon maestro cominciò a dire: «Osserva colui che ha quella spada in mano, che precede gli altri come il loro signore:quello è Omero, il più grande di tutti i poeti"
190, l’altro è Orazio satiro che vene," l'altro che lo segue è Orazio, autore delle Satire"
191," Ovidio è ’l terzo, e l’ultimo Lucano", il terzo è Ovidio e l'ultimo è Lucano
192,"  Però che ciascun meco si convene nel nome che sonò la voce sola, fannomi onore, e di ciò fanno bene""","Poiché ognuno di essi ha in comune con me il nome che pronunciò quella sola voce , mi rendono onore e in questo fanno bene»"
193,  Così vid’i’ adunar la bella scola di quel segnor de l’altissimo canto che sovra li altri com’aquila vola,"Così vidi radunarsi la bella scuola poetica di quel signore che scrisse altissimi versi, che vola sopra gli altri come un'aquila"
194,"  Da ch’ebber ragionato insieme alquanto, volsersi a me con salutevol cenno, e ’l mio maestro sorrise di tanto","Dopo che ebbero parlato un poco tra loro, si rivolsero a me facendomi cenni di saluto e il mio maestro sorrise di questo"
195,"  e più d’onore ancora assai mi fenno, ch’e’ sì mi fecer de la loro schiera, sì ch’io fui sesto tra cotanto senno","e mi resero un onore ancora maggiore, poiché mi accolsero nella loro schiera, così che fui il sesto membro di quel gruppo così assennato"
196,"  Così andammo infino a la lumera, parlando cose che ’l tacere è bello, sì com’era ’l parlar colà dov’era","In questo modo procedemmo fino alla luce, dicendo cose che è bello tacere, proprio come era bello parlarne in quel luogo"
197,"  Venimmo al piè d’un nobile castello, sette volte cerchiato d’alte mura, difeso intorno d’un bel fiumicello","Giungemmo ai piedi di un nobile castello, circondato da sette ordini di mura e protetto intorno da un bel fiumicello"
198,  Questo passammo come terra dura,Lo oltrepassammo come fosse di terra
199, per sette porte intrai con questi savi: giugnemmo in prato di fresca verdura, entrai con questi saggi attraverso sette porte e giungemmo in un prato di fresca erba verde
200,"  Genti v’eran con occhi tardi e gravi, di grande autorità ne’ lor sembianti: parlavan rado, con voci soavi","Vi erano delle anime con sguardi tranquilli e austeri, dall'aspetto molto autorevole: parlavano poco, con voci dolci"
201,"  Traemmoci così da l’un de’ canti, in loco aperto, luminoso e alto, sì che veder si potien tutti quanti","Ci portammo in un angolo, in un punto aperto, luminoso e posto in alto, così che li potessimo vedere tutti quanti"
202,"  Colà diritto, sovra ’l verde smalto, mi fuor mostrati li spiriti magni, che del vedere in me stesso m’essalto","Lì di fronte, sopra l'erba verde come smalto, mi furono mostrati gli «spiriti magni» , e in me stesso mi esalto di averli visti"
203,"  I’ vidi Eletra con molti compagni, tra ’ quai conobbi Ettòr ed Enea, Cesare armato con li occhi grifagni","Io vidi Elettra con molti compagni, tra cui riconobbi Ettore ed Enea, Cesare armato con gli occhi minacciosi"
