Original,Translate,Translate_GPT_1
Ch’e’ non à huon nel mondo più cielante».,porque nadie en el mundo es más discreto que él.,porque nadie en el mundo es más reservado que él.
Bellacoglienza disse: «I’ vo’ che vegnia,Hermosa recepción dijo: Quiero que vengas,Hermosa recepción dijo: Quiero que vengas
"E basci il Fior, che tanto gli è piaciere,","y besa a la flor que tanto le gusta,",y abrazar la flor que tanto te gusta.
"Ma ched e’ sagiamente si contegnia,",pero que sea sabiamente contenido,pero abstenerse sabiamente
"Che siate cierto, ch’e’ no•m’è spiaciere».",que estás seguro de que este no es mi disgusto,Asegúrate de que no me arrepiento de esto.
«Or gli ne manda alcuna buona ’nsegna»,Ahora envíale una buena señal.,Enviar una buena indicación
"Disse Venùs, «e fagliele a sapere».",Dijo Venus y le hizo saber,Afirmó Venus y le informó
Per Bel-Senbiante e per Dolze-Riguardo,para una apariencia hermosa y para una mirada dulce,Para una apariencia atractiva y para un aspecto encantador.
Mi mandò la piaciente ch’i’ andasse,Me informó que iba a ir.,Me dijo que tenía que irme.
"Nel su’ giardin, e ch’io il Fior basciase,",en el jardín y que besé la flor,en el jardín y besar la flor
"Né non portasse   già lancia né dardo,","no llevar lanzas ni flechas,",evitar llevar lanzas y flechas.
Ché lo Schifo era fatto sì codardo,porque la Resistencia se había vuelto tan cobarde,¿Por qué la Resistencia se había vuelto tan pusilánime?
Ch’e’ non mi bisogniava ch’i ’l dottasse.,No había necesidad de que yo le temera;,No tenía por qué temerle.
"Ma tuttor non volea ched i’ v’entrasse,",Pero aún así no quería que entrara allí.,Pero aún así no quería que entrara.
"Sed e’ non fosse nocte ben a tardo,",A menos que fuera muy tarde por la noche.,Excepto que no era muy tarde por la noche.
Perciò che Chastità e Gielosia,por lo tanto esa castidad y celos,"Entonces, ¿qué pureza y posesividad"
Sì ànno messo Paura e Vergognia,año confiado al miedo y la vergüenza,año confiado al miedo y la humillación
"In le’ guardar, che non faccia follia,","para mirarla, que ella no hace nada loco","para observarla, para que no cometa insensatez"
"Ed un villan, che truov’ognie menzognia,",y un villano que encuentra todas las mentiras,y un hombre malvado que encuentra toda falsedad
"La guarda, il qual fu nato in Normandia:","Él la mira, que nació en Normandía","el escruto, que nació en Normandía"
"Malabocha, «Que’ c’ognie mal sanpogna».","Malabocha, que es la fuente de todo mal.","Maléfica, que es la fuente de toda maldad."
"Udendo quella nobile novella,",oyendo esa noble historia,Escuchando esa noble narración
"Che que’ gienti messagi m’aportaro,","fueron traídos a mí por esos mensajeros,",Me fueron entregados por esos emisarios.
Sì forte mente il cuor   mi confortaro,Sentí mucho consuelo en mi corazón.,Sentí un gran alivio en mi alma.
Che di gioia perde’ quasi la favella.,Casi pierdo el poder de la palabra.,Casi pierdo el control de mi lengua para alborozarme.
"Nel giardin me n’anda’ tutto ’n gonella,","En el jardín entré en mi góndola,",En el jardín penetré en mi choza.
"Sanz’armadura, com’e’ comandaro,","sin armas, como ellos habían mandado.","Desarmados, como se ordenó."
E sì trovai quella col viso chiaro.,Y encontré al que tenía la cara clara.,Y descubrí al de la cara pálida.
"Bellacoglienza tosto a•ssé m’apella,",Hermosa recepción de inmediato mi nombre,"Bienvenida caliente, me presento inmediatamente."
"E disse: «Vien avanti e bascia ’l Fiore,","y dijo: ""Ven y besa la flor;","Y él dijo: ""Procedan y besen la Planta;"
"Ma guarda di far cosa che mi spiaccia,",Pero no hagas nada de lo que lo siento.,Pero no hagas nada para molestarme.
Ché•ttu ne perderesti ognie mio amore».,Porque perderías todo mi amor.,porque perderías toda mi devoción.
"Sì ch’i’ alor feci croce de le braccia,","Así que crucé mis brazos,",Ahí fue cuando me entrelacé los brazos.
E sì ’l basciai co•molto gran tremore.,"y besó la flor con gran temblor,","Y besó la flor con gran agitación,"
Sì forte ridottava suo minaccia.,tan asustado por su amenaza,tan aterrorizado por su intimidación
Del molto olor ch’al cor m’entrò basciando,del mismo perfume que entró en mi corazón mientras me besaba,de la fuente de fragancia que en mi alma penetró mientras me besaba
"Quel pretioso Fior, che tanto aulia,",esa preciosa flor que es tan fragante,ese precioso pétalo que es tan fragante
Contar né dir per me non si poria.,No puedo hablar o decir;,No puedo expresarme ni articularme.
Ma dirò come ’l mar s’andò   turbando,Pero te diré cómo el mar se ha vuelto tormentoso.,pero voy a exponer cómo el mar se ha vuelto tormentoso
"Per MalaBocha, quel ladro normando,","para Malabocha, ese ladrón normando,","Por Malabocha, aquel malhechor normando,"
Che se n’avide e svegliò Gielosia,que vieron el evento y despertaron celos,"que observaban lo que pasaba, y levantaban envidia."
"E Chastità, ché ciaschuna dormia,","y la castidad, que cada uno dormía","y pureza, que cada uno descansaba"
Perch’i’ fu’ del giardin rimesso in bando.,Después de lo cual fui echado del jardín otra vez.,Así que fui expulsado otra vez del jardín.
"E sì vi conterò de la forteza,",Y ahora te hablaré de la fortaleza.,Ahora te hablo de la fortaleza.
"Dove Bellacoglienza fu ’n prigione,",donde la recepción de Bell estaba en prisión,Donde la recepción de Bell fue encarcelada
Ch’Amor abatté poi per su’ prodezza;,lo que el amor ha destruido con su fuerza.,lo que el amor ha devastado con su poder.
E come Schifo mi tornò fellone,y cómo la Resistencia se ha vuelto hostil,y cómo la Resistencia se convirtió en oponente
E lungo tenpo mi tene in distreza;,"y me tuvo en angustia por mucho tiempo,","y me atormentó durante mucho tiempo,"
E come ritornò a me Ragione.,y cómo Razón volvió a mí.,y cómo la Sabiduría volvió a mí.
"Castità, che da Veno è guereggiata,","Castidad, contra la que Venus hace la guerra,","Pureza, contra la que lucha Venus,"
"Sì disse a Gielosia: «Per Dio, merzede!","Dijo a los celos: ""¡En el nombre de Dios, ten misericordia!","Dijo: «¡En el nombre de Dios, ten misericordia!»"
"S’a questo fatto l’uon non ci provede,",si a este hecho uno no proporciona,"Si no es así, uno no interviene."
I’ potre’ ben tosto esere adontata.,Puede que pronto sufra de vergüenza.,Puede que pronto me sienta avergonzada.
"Vergognia e Paura m’ànno abandonata,",la vergüenza y el temor me han abandonado;,La vergüenza y el temblor me han dejado.
"In quello Schifo foll’è chi si crede,",en esa resistencia en la que uno cree,En esa tenacidad en la que uno tiene fe
Ch’i’ son ciertana   ch’e’ non ama a fede,"Porque estoy seguro de que no ama fielmente,",Porque estoy seguro de que no le encanta la lealtad.
Po’ del giardin sì mal guardò l’entrata.,Luego miró tan mal la entrada del jardín.,Luego miró tan mal el acceso al jardín.
"Onde vo’ siete  la miglior guardiana,",donde eres el mejor guardián,Donde eres el cuidador más confiable.
Ch’i’ ’n esto mondo potese trovare:,que este mundo podría encontrar,Que este mundo podría encontrar
Gran luogo avete in  Lonbardia e ’n Toschana.,Usted es muy conocido en Lombardía y Toscana.,Usted es famoso en Lombardía y Toscana.
"Per Dio, ched e’ vi piaccia il Fior guardare,","En el nombre de Dios, ¡que disfrutes mirando la Flor!","En el nombre de Dios, ¡que disfrutes contemplando Blossoming!"
"Ché, se que’, che ’l basciò, punto lo sgrana,","que, si eso, que lo beso, debería arruinarlo,","que, si esa acción, saludándole con un beso, debe hacerle daño,"
"Non fia misfatto, ch’uon poss’amendare».",Nunca se puede corregir.,un error nunca puede ser corregido.
"Gielosia disse: «I’ prendo a me la guarda,","Los celos dijeron: ""Tomaré mi guardia"".","Los celos proclamaron: ""Tomo la custodia""."
"Ch’a ben guardar il Fior è mia credenza,",mirar a la flor es mi creencia,Observar la flor es mi fe
"Ch’i’ avrò giente di tal provedenza,",que tendré gente de tal providencia,que tendré gente de tal generosidad
Ched i’ non dotto già che Veno gli arda».,que no tengo miedo de que Venus los encienda.,que no tengo miedo de que Venus los encienda.
"Al giardin se n’andò, fier’ e ghagliarda,","En el jardín se fue, orgulloso y fuerte,","En el jardín se fue, arrogante y vigoroso."
"Ed ivi si trovò Bellacoglienza,",y les encuentras hermosa recepción,Y les encuentras una cálida bienvenida.
"E disele: «Tu à’ fatta tal falenza,","Él le dijo: ""Has cometido un error"".","Él le dijo: ""Has hecho tanta tontería."""
Ch’i’ ti tengho per folle e per musarda.,que te considero tonto y tonto.,lo cual considero insensato y fatuo.
"Ed a voi dico, Paur’ e Vergognia,","Y a ti te digo, Miedo y Vergüenza","A ti te digo, Miedo y Remordimiento"
"Che chi di Fior guardar in voi si fida,",que confía en nosotros para mirar la Flor,¿Quién de ustedes confía en mirar a Blossoming?
Cierta son ch’e’ non à lett’ a Bolognia.,Estoy seguro de que no estudiaste en Bolonia.,Estoy seguro de que no fue a Bolonia.
"E quello Schifo, che punt’or non grida,","Y esa Resistencia, que no grita ahora,","Esa resistencia, que no grita ahora,"
"Gli varia me’ ch’e’ fosse in Catalognia,","Sería mejor para él si estuviera en Cataluña,",Sería preferible si fuera en la región catalana.
Sed e’ non guarda   ben ciò ch’egli à ’n guida».,si no es capaz de proteger lo que está a su cuidado.,Si no es capaz de guardar lo que se le ha confiado.
Vergognia contra terra il capo china,"Qué vergüenza inclinar la cabeza al suelo,",El remordimiento baja la mirada al suelo.
"Ché ben s’avide, ch’ella avea fallato,","porque sabía que había cometido un error,",Porque sabía que había cometido un error.
"E d’un gran velo il viso avea velato,",y cubrió su rostro con un gran velo.,Y envolvió su cara con un velo enorme.
"E sì disse a Paura, sua chugina:","Y dijo a temer, su primo:",Y dijo á su primo: Temorosamente:
"«Paura, no’ siàn messe nell’aina","Miedo, somos puestos en el odio","Miedo, estamos disgustados."
"Di Gielosia, e ciò ci à prochacciato","de celos, y esto ha llevado a","De envidia, y esto ha causado"
"Lo Schifo, perch’egli à cortesegiato","la Resistencia, porque él cortejó","La guerrilla, porque hechizó"
"Al bel valetto, ch’i’ vid’ier mattina.",a ese chico guapo que vi ayer por la mañana.,A ese joven atractivo que vi ayer por la mañana.
"Or andiàn tosto, e troviàn quel villano,",Ahora vayamos rápido y encontremos a ese villano.,Ahora procedamos rápidamente e identifiquemos a ese malvado.
E gli dirén com’e’ fia malbalito,"y le diremos lo mal que es tratado,",y le diremos lo maltratado que es.
"Se Gielosia gli mette adosso mano,","si los celos le ponen las manos encima,",Si los celos lo atacan.
"Ch’egli à ’n ben guardar troppo fallito,",que no se veía bien y falló,que no ha examinado cuidadosamente y ha fallado
"Ch’e’ sì dé eser a ciaschuno strano,",¿Por qué debería ser para cada extraño,Porque debería ser para todo el mundo inusual.
E ’l Diavol sì•ll’à ora incortesito».,¡Pero el diablo lo hizo tan refinado!,¡Pero el diablo lo hizo tan refinado!
"Per lo Schifo trovar, ciaschun’andava,","Para encontrar la Resistencia, cada uno fue","Para descubrir la Resistencia, todos estaban vagando."
"Per dirli del misfatto molto male,",para contarle de las fechorías muy mal,Infórmele seriamente del crimen.
E que’ s’avea fatto un capezale,y que aquí había hecho una cama,y que una cama había sido creada aquí
"D’un fascio d’erba, e sì soniferava.","de un manojo de hierba, y allí se quedó dormido.","de un ramo de vegetación, y allí se adormeció."
"Vergognia fortemente lo sgridava,","Qué vergüenza, le regañó.",La vergüenza lo reprendió severamente.
"Paura   d’altra parte sì•ll’assale,",Miedo por otro lado el agresor,"El terror, el miedo, el temblor del otro lado lo asaltan."
"Diciendo: «Schifo, ben poco ti chale","Diciendo, Resistencia, poco cuidado se tiene.","Pequeñas preocupaciones, tenacidad, poco interés."
"Che Gielosia sì forte ne grava,",¡Esos celos están tan enojados!,¡Esos celos están tan enojados!
"E ciò ci avien per te, quest’è palese,","Y es para ti, y esto está claro.","Y esto es manifestado a ti, y esto es evidente."
"Quando tu, per la tua malaventura,",cuando por tu desgracia,"Cuando tú, desafortunadamente."
Tu vuogli intender or d’eser cortese.,Quieres entender o ser cortés.,desea ser amable o ser amable
Ben sa’ ch’e’ non ti move di natura.,Sabes que no se mueve por naturaleza.,Dicen que no se mueve por su cuenta.
"Con ciaschedun dé’ star a le difese,",que cada uno debe estar en las defensas,que cada uno debe defenderse
Per ben guardar questa nostra chiusura».,para echar un buen vistazo a nuestro cierre,"Examine, observe, esta conclusión nuestra."
"Lo Schifo, quando udìo quel romore,",Resistencia cuando escucha ese ruido,Tolerancia cuando escuchó ese sonido
Conobe ben ched egli avea mispreso.,Sabía que había cometido un error.,Comprendió claramente que había cometido un delito.
"Sì disse: «Il Diavol ben m’avea sorpreso,","Dijo: ""El diablo me había sorprendido.","Dijo: ""El diablo me había tomado por sorpresa""."
Quand’io a nessun uon mostrav’amore.,cuando no le mostré amor a nadie,Cuando no le mostré afecto a nadie.
"Ma s’i’, colui, che vene per lo Fiore,",pero si el que vino por la Flor,El que vino a Blossoming
"I’ ’l posso nel giardin tener mai preso,",Y puedo mantenerlo en el jardín.,Y puedo encarcelarlo en el jardín.
"I’ sia unguanno per la gola inpeso,",Puedo estar colgando de mi cuello,Que me lleven al cuello.
Sed i’ no ’l fo morir a gran dolore».,Si no lo hago morir con gran dolor.,"Si no lo hago, perece con gran dolor."
"Allor ricignia il viso e gli ochi torna,",Luego pone su cara hacia atrás y hace rodar sus ojos,Luego se agarra la frente y hace rodar sus ojos.
E troppo contra me tornò diverso:,y demasiado hacia mí volvió diferente,y volvió diferente a mí.
Del Fior   guardar fortemente s’atorna.,de la flor se esfuerza por mirarlo con fuerza,de la flor se utiliza para observarla intensamente
"Ai lasso, c’or mi fu canbiato il verso","¡Ay, cómo se cambió el versículo!","Por desgracia, ¿cómo cambió mi destino?"
In poca d’or si ’l fatto mi bistorna,en poco tiempo el hecho me molesta,"En poco tiempo, me quedé atónita."
