Original,Translate,Translate_GPT_1
"Si trasse verso lei col viso baldo,",hon närmade sig henne med ett kraftfullt ansikte,Han närmade sig henne med ett imponerande ansikte.
Diciendo che ve•me troppo fallava:,Han sa att han var skyldig för mig.,Han sa att han var ansvarig för mig.
"«Tu falli tropo verso quell’Amante,»","Venus sa: ""Du begår ett stort misstag mot den där älskaren.""",Venus förklarade: Du begår en stor orätt mot den där älskaren.
"Disse Venusso «che cotanto t’ama,",sa Venus som älskar dig så mycket;,Venus sa att han älskar dig väldigt mycket.
"Néd i’ non so al mondo sì gran dama,",Jag känner ingen stor dam i världen.,Jag känner inga framstående kvinnor i världen.
"Che di lui dovess’eser rifusante,",för att han skulle vägra honom,för att han skulle avvisa honom
"Ch’egli è giovane, bello e avenante,","eftersom han är ung, stilig och charmig,","Han är ung, attraktiv och förförisk."
"Cortese, franco e pro, di buona fama:","hövlig, lojal, djärv och respekterad.","Häpnadsväckande, trogen, ivrig och högt aktad."
"Promettili un basciar, e a•tte ’l chiama,","Lova honom en kyss och kalla honom till dig,",Lova honom en kyss och bjud honom till dig.
Ch’e’ non à huon nel mondo più cielante».,För ingen i världen är mer diskret än han.,För ingen i världen är mer reserverad än han.
Bellacoglienza disse: «I’ vo’ che vegnia,Vacker mottagning sade: Jag vill att du kommer,Vacker mottagning sade: Jag vill att du kommer
"E basci il Fior, che tanto gli è piaciere,","och kysser blomman som gillar så mycket,",och omfamna blomman som du gillar så mycket.
"Ma ched e’ sagiamente si contegnia,",men att det är förståndigt att hålla det hemligt,men att avhålla sig från att göra det
"Che siate cierto, ch’e’ no•m’è spiaciere».",att du är säker på att detta inte är min misshag,Se till att detta inte är min ånger
«Or gli ne manda alcuna buona ’nsegna»,Ge honom ett gott tecken.,Skicka en bra indikation
"Disse Venùs, «e fagliele a sapere».",Säger Venus och låt honom veta,Han bekräftade Venus och informerade honom
Per Bel-Senbiante e per Dolze-Riguardo,för vackert utseende och för söt blick,För snyggt utseende och för härlig look.
Mi mandò la piaciente ch’i’ andasse,Han informerade mig om att jag skulle gå.,Han sa att jag måste gå.
"Nel su’ giardin, e ch’io il Fior basciase,",i trädgården och att jag kysste blomman,i trädgården och kysser blomman
"Né non portasse   già lancia né dardo,","inte bära spjut eller pilar,",Undvik att bära både spjut och pilar.
Ché lo Schifo era fatto sì codardo,eftersom motståndsrörelsen hade blivit så feg,Varför motståndsrörelsen hade blivit så lättsinnig
Ch’e’ non mi bisogniava ch’i ’l dottasse.,Jag behövde inte frukta honom.,Jag behövde inte frukta honom.
"Ma tuttor non volea ched i’ v’entrasse,",Men han ville ändå inte att jag skulle gå in dit.,Men han ville ändå inte att jag skulle komma in i den.
"Sed e’ non fosse nocte ben a tardo,",Såvida det inte var sent på kvällen.,Men det var inte så sent på kvällen.
Perciò che Chastità e Gielosia,Därför denna kyskhet och svartsjuka,Så vilken renhet och besittning
Sì ànno messo Paura e Vergognia,år som anförtrotts fruktan och skam,år som anförtrotts fruktan och förödmjukelse
"In le’ guardar, che non faccia follia,","för att se på henne, att hon inte gör något galet","för att se henne, så att hon icke begår dårskap"
"Ed un villan, che truov’ognie menzognia,",och en skurk som finner alla lögner,och en ond människa som finner all falskhet
"La guarda, il qual fu nato in Normandia:","Han tittar på henne, som föddes i Normandie","Skrutten, som föddes i Normandie"
"Malabocha, «Que’ c’ognie mal sanpogna».","Malabocha, som är källan till all ondska.","Maleficent, som är källan till all ondska."
"Udendo quella nobile novella,",att höra denna ädla historia,Lyssnar på den ädla berättandet
"Che que’ gienti messagi m’aportaro,","och de fördes till mig av sändebuden,",De levererades till mig av sändebuden.
Sì forte mente il cuor   mi confortaro,Jag kände så mycket tröst i mitt hjärta.,Jag kände en stor lättnad i min själ.
Che di gioia perde’ quasi la favella.,Jag förlorade nästan ordets kraft.,Jag förlorade nästan kontrollen över min tunga för jubel.
"Nel giardin me n’anda’ tutto ’n gonella,","I trädgården gick jag in i min gondol,",I trädgården trängde jag in i min hydda.
"Sanz’armadura, com’e’ comandaro,","utan vapen, såsom de hade befallt.","Obeväpnad, enligt order."
E sì trovai quella col viso chiaro.,Och jag hittade den med det klara ansiktet.,Och jag upptäckte den med blekt ansikte
"Bellacoglienza tosto a•ssé m’apella,",Vacker mottagning direkt mitt namn,"Varmt välkommen, jag presenterar mig omedelbart."
"E disse: «Vien avanti e bascia ’l Fiore,","och sade: ""Kom [nu] och kyss blomman!","Och han sade: ""Försök och kyss växten;"
"Ma guarda di far cosa che mi spiaccia,",Men gör inget jag ber om ursäkt för.,Men gör inget för att störa mig.
Ché•ttu ne perderesti ognie mio amore».,För att du skulle förlora all min kärlek.,För att du skulle förlora all min hängivenhet.
"Sì ch’i’ alor feci croce de le braccia,","Så jag korsade mina armar,",Det var då jag fick mina armar sammanflätade.
E sì ’l basciai co•molto gran tremore.,"och de kyssteo blomman med stor bävan,","Och han kysste blomman med stor upprördhet,"
Sì forte ridottava suo minaccia.,så rädd för sitt hot,så skräckslagen av hans hotelser
Del molto olor ch’al cor m’entrò basciando,av själva parfymen som kom in i mitt hjärta när jag kysstes,av doftens källa som i min själ trängde in när jag kysstes
"Quel pretioso Fior, che tanto aulia,",den dyrbara blomman som är så väldoftande,det dyrbara kronblad som är så väldoftande
Contar né dir per me non si poria.,Jag kan inte tala eller säga;,Jag kan inte uttrycka mig eller uttrycka mig.
Ma dirò come ’l mar s’andò   turbando,Men jag ska berätta hur havet har blivit stormigt,Men jag ska avslöja hur havet har blivit stormigt
"Per MalaBocha, quel ladro normando,","För Malabocha, den där Norman-tjuven.","För Malabocha, den där normandiske ogärningsmannen,"
Che se n’avide e svegliò Gielosia,som såg händelsen och väckte svartsjuka,och som lade märke till vad som hade hänt och avundades [Honom].
"E Chastità, ché ciaschuna dormia,","och kyskhet, som var och en sov","och renhet, som var och en vilade"
Perch’i’ fu’ del giardin rimesso in bando.,och jag blev åter utkastad ur lustgården.,Så jag blev relegerad från trädgården igen.
"E sì vi conterò de la forteza,",Och nu ska jag berätta om fästningen,Nu ska jag berätta om fästningen.
"Dove Bellacoglienza fu ’n prigione,",där Bells mottagning satt i fängelse,Där Bells mottagning satt i fängelse
Ch’Amor abatté poi per su’ prodezza;,vad Kärleken har tillintetgjort med sin styrka.,vad Kärleken har ödelagt med sin kraft.
E come Schifo mi tornò fellone,och hur motståndsrörelsen har blivit fientlig,och hur motståndsrörelsen blev motståndare
E lungo tenpo mi tene in distreza;,"och som har plågat mig en lång tid,","och som har plågat mig en lång tid,"
E come ritornò a me Ragione.,Och hur förnuftet kom tillbaka till mig.,och hur visdomen kom tillbaka till mig.
"Castità, che da Veno è guereggiata,","kyskhet, mot vilken Venus för krig,","Renhet, mot vilken Venus slåss,"
"Sì disse a Gielosia: «Per Dio, merzede!","Han sade till svartsjuka: "" Ha barmhärtighet i Guds namn!","Han sade till avund: »I Guds namn, förbarma dig!»"
"S’a questo fatto l’uon non ci provede,",om man inte tillhandahåller detta faktum,Om så inte är fallet ingriper man inte
I’ potre’ ben tosto esere adontata.,Jag kanske snart lider av skam.,Jag kanske snart känner mig generad.
"Vergognia e Paura m’ànno abandonata,","skam och fruktan har övergivit mig,",Förlägenhet och bävan har lämnat mig.
"In quello Schifo foll’è chi si crede,",i det motstånd som man tror på,I den envishet i vilken man har tro
Ch’i’ son ciertana   ch’e’ non ama a fede,"För jag är säker på att han inte älskar troget,",För jag är säker på att han inte älskar lojalitet.
Po’ del giardin sì mal guardò l’entrata.,Sedan tittade han på ingången till trädgården så illa.,Sedan tittade han in i ingången till trädgården så illa.
"Onde vo’ siete  la miglior guardiana,",där du är den bäste väktaren,Där du är den mest betrodda vaktmästaren.
Ch’i’ ’n esto mondo potese trovare:,att den här världen kunde hitta,Att den här världen kunde hitta
Gran luogo avete in  Lonbardia e ’n Toschana.,Du är välkänd i Lombardiet och Toscana.,Du är känd i Lombardiet och Toscana.
"Per Dio, ched e’ vi piaccia il Fior guardare,","I Guds namn, må du njuta av att titta på blomman!",Må du i Guds namn tycka om att tänka på Blossoming!
"Ché, se que’, che ’l basciò, punto lo sgrana,","att jag, om det, kysser honom, skall fördärva honom,","för att, om den handlingen, hälsa honom med en kyss, skulle skada honom,"
"Non fia misfatto, ch’uon poss’amendare».",Det kan aldrig rättas till.,Ett misstag kan aldrig rättas till.
"Gielosia disse: «I’ prendo a me la guarda,","Svartsjuka sa: ""Jag tar min vakt.""","Svartsjuka utropade: ""Jag tar vårdnaden."""
"Ch’a ben guardar il Fior è mia credenza,",att titta på blomman är min tro,Att iaktta blomman är min tro
"Ch’i’ avrò giente di tal provedenza,",att jag skall ha människor med sådan försyn,"att jag skall ha människor med sådan rikedom,"
Ched i’ non dotto già che Veno gli arda».,Att jag inte är rädd för att Venus ska sätta eld på dem.,Att jag inte är rädd att Venus ska tända dem.
"Al giardin se n’andò, fier’ e ghagliarda,","I trädgården gick han bort, stolt och stark,","I trädgården gick han bort, arrogant och kraftfull."
"Ed ivi si trovò Bellacoglienza,",och du finner dem vacker mottagning,Och du finner dem varmt välkomna
"E disele: «Tu à’ fatta tal falenza,","Han sa till henne: ""Du gjorde ett sådant misstag.""","Han sa till henne: ""Du har gjort så dumt."""
Ch’i’ ti tengho per folle e per musarda.,att jag anser dig dåraktig och dåraktig.,som jag betraktar som dåraktig och fet.
"Ed a voi dico, Paur’ e Vergognia,",Och till er säger jag: Fruktan och skam,Till dig säger jag: Rädslan och minnet
"Che chi di Fior guardar in voi si fida,",som litar på oss att titta på blomman,Vem av er litar på att titta på Blossoming
Cierta son ch’e’ non à lett’ a Bolognia.,Du pluggade säkert inte i Bologna.,Jag är säker på att han inte åkte till Bologna.
"E quello Schifo, che punt’or non grida,","Och motståndsrörelsen, som inte skriker nu,",Motståndsrörelsen skriker inte nu.
"Gli varia me’ ch’e’ fosse in Catalognia,","Det skulle vara bättre för honom om han var i Katalonien,",Det vore bättre om det fanns i den katalanska regionen.
Sed e’ non guarda   ben ciò ch’egli à ’n guida».,om han inte kan skydda det han har i sin vård.,Om han inte kan skydda det som har anförtrotts honom.
Vergognia contra terra il capo china,Synd att böja huvudet mot marken.,Remorse sänker blicken mot marken.
"Ché ben s’avide, ch’ella avea fallato,","eftersom han visste att han hade gjort ett misstag,",För att han visste att han gjorde ett misstag.
"E d’un gran velo il viso avea velato,",och övertäckte hans ansikte med en stor slöja.,Och lindade hans ansikte med en stor slöja.
"E sì disse a Paura, sua chugina:","Och han sa att jag skulle frukta, hans kusin:",Och han sa till sin kusin:
"«Paura, no’ siàn messe nell’aina","Rädsla, vi sätts i hat","Rädsla, vi sätts i misshag."
"Di Gielosia, e ciò ci à prochacciato","av svartsjuka, och detta har lett till","Av avund, och detta har orsakat"
"Lo Schifo, perch’egli à cortesegiato","motståndsrörelsen, eftersom han wooed","Gerillan, för han förhäxade"
"Al bel valetto, ch’i’ vid’ier mattina.",till den stiliga pojken jag såg igår morse.,Till den stilige unge mannen jag såg igår morse.
"Or andiàn tosto, e troviàn quel villano,",Nu går vi snabbt och hittar skurken.,Låt oss nu snabbt gå vidare och identifiera denne ondskefulle.
E gli dirén com’e’ fia malbalito,"och vi skall tala om för honom hur illa han behandlas,",Vi berättar hur illa behandlad han är.
"Se Gielosia gli mette adosso mano,","om svartsjuka lägger händerna på honom,",Om svartsjuka överfaller honom.
"Ch’egli à ’n ben guardar troppo fallito,",att han inte såg bra ut och misslyckades,att han inte noggrant har undersökt och misslyckats
"Ch’e’ sì dé eser a ciaschuno strano,",Varför skulle det vara för varje konstig,För det borde vara för alla ovanliga.
E ’l Diavol sì•ll’à ora incortesito».,Men djävulen gjorde honom så förfinad!,Men djävulen gjorde honom så förfinad!
"Per lo Schifo trovar, ciaschun’andava,","För att hitta motståndsrörelsen, gick var och en",För att upptäcka motståndsrörelsen vandrade alla runt.
"Per dirli del misfatto molto male,",att berätta för honom om förseelser mycket dåligt,Informera honom om brottet på allvar.
E que’ s’avea fatto un capezale,och att han här hade gjort en säng sida,och att en säng hade skapats här
"D’un fascio d’erba, e sì soniferava.","från en bunt gräs, och där somnade han.",från en bukett växtlighet och där blev han dåsig.
"Vergognia fortemente lo sgridava,","Skäms på honom, han skällde ut honom.",Synd att han blev strängt tillrättavisad.
"Paura   d’altra parte sì•ll’assale,",Rädsla å andra sidan angriparen,"Terror, rädsla, rädsla på andra sidan angriper honom."
"Diciendo: «Schifo, ben poco ti chale","Att säga, motståndsrörelsen, lite omsorg tas.","Lite bekymmer, uthållighet, lite intresse."
"Che Gielosia sì forte ne grava,",Att svartsjuka är så arg!,Att svartsjuka är så arg!
"E ciò ci avien per te, quest’è palese,","Och det är för dig, och detta är tydligt.","Och detta har uppenbarats för dig, och detta är uppenbart."
"Quando tu, per la tua malaventura,",när du av din olycka,När du tyvärr.
Tu vuogli intender or d’eser cortese.,Du vill förstå eller vara artig,du vill mena eller vara snäll
