Original,Translate,Translate_GPT_1
"Quand’i’ vidi lo Schifo sì adolzito,","Als ich sah, wie der Widerstand weich wurde,","Als ich sah, wie der Widerstand weich wurde,"
"Che solev’esser più amar che fele,",die in der Regel bitterer war als die Fiel,die in der Regel bitterer war als Gift
"Ed i’ ’l trova’ vie più dolcie che mele,","aber daß ich viel süßer fand als Honig,",aber dass ich mehr Lecker als Honig fand.
Sapiate ch’i’ mi tenni per guerito.,"Du solltest wissen, dass ich dachte, ich wäre geheilt.","Du solltest wissen, dass ich mich für gesund hielt."
Nel giardin me n’andai molto gichito,Ich ging in den Garten sehr unterwürfig,Ich ging in den sehr bescheidenen Garten.
"Per dotta di misfar a quel crudele,","aus Furcht, diese Grausamkeit zu beleidigen,","Angst davor, den Bösen zu schlagen."
E gli giurai a le sante,Und ich schwor ihm auf die Heiligen.,und ich versprach ihm feierlich
Ch’e’ per me non sarebe mai marrito.,Dass er nie betrübt sein würde.,Dass er nie unter Angst leiden würde.
Allor mi disse: «I’ vo’ ben che•ttu venghi,"Dann sagte er zu mir: ""Ich will wirklich, dass du kommst.""","Dann sagte er zu mir: ""Ich sehne mich danach, dass du kommst."""
"Dentr’al giardin[o], sì com’e’ ti piace,","im Garten, weil es dir gefällt,","im Garten, weil es dir gefallen hat."
Ma’ che lungi dal Fior le tue man tenghi.,Solange du deine Hände von der Blume fernhältst.,Solange Sie die Blume nicht berühren.
Le buone donne fatt’ànno far pacie,Gute Frauen haben Frieden geschaffen,Die freundlichen Frauen haben Ruhe geschaffen.
"Tra me e te: or fa che•lla mantenghi,",zwischen dir und mir: jetzt vergewissern Sie sich zu halten,Ich und du: jetzt vergewissern Sie sich zu bewahren
Sì che verso di me non sie fallacie».,damit ich mein Vertrauen nicht verrate.,Damit ich meine Loyalität nicht breche.
"Venusso, ch’è socorso degli amanti,","Venus, die zur Rettung der Liebenden kommt,","Venus, die den Liebenden zu Hilfe kommt,"
"Ven’ a Bellacoglienza col brandone,","kam von Bell Empfang mit einer Taschenlampe,",Er kam vom Bell-Empfang mit einer Laterne.
"E’ si rechava,   a guisa di penone,",hält wie ein Speer,hält wie ein Speer
Per avanpar chiunque l’è davanti.,"um jeden anzuzünden, den er trifft.","Feuert alle, die er trifft."
"A voler racontar de’ suo’ senbianti,",Ich will es ihm sagen.,Beschreiben Sie ihre Erscheinungen
"E de la sua tranobile fazone,","und seine edle Haltung,","und seine glanzvolle Neigung,"
Sarebe assai vie più lungo sermone,Es würde viel länger dauern zu sagen.,"Es würde viel Zeit brauchen, um es auszudrücken."
Ch’a sermonar la vita a tutti i santi.,die das Leben aller Heiligen erzählen.,Erzähle die Biographie jedes Heiligen.
Quando Bellacoglienza sentì ’l caldo,Als schöner Empfang die Wärme spürte,Als der schöne Empfang das Warme wahrnahm
"Di quel brandon,   che così l’avanpava,","von der Fackel, die sie verbrannte,","von der Taschenlampe, die sie glänzte."
Sì tosto fu ’l su’ cuor col mio saldo.,sogleich gesellte sich sein Herz zu mir;,Sogleich wurde sein Herz mit meinem;
"E Venusso, ch’a•cciò la confortava,","und die Venus, die sie dazu ermahnte,","Und Venus, die sie dazu anstiftete,"
"Si trasse verso lei col viso baldo,",Sie näherte sich ihr mit einem mächtigen Gesicht,Er näherte sich ihr mit einem beeindruckenden Gesicht.
Diciendo che ve•me troppo fallava:,"Er sagte, er sei für mich schuldig.","Er sagte, er sei für mich verantwortlich."
"«Tu falli tropo verso quell’Amante,»","Venus sagte: ""Du machst einen großen Fehler gegenüber diesem Liebhaber.""",Venus erklärte: Ihr begeht ein großes Unrecht gegen diesen Geliebten.
"Disse Venusso «che cotanto t’ama,","sagte Venus, die dich so sehr liebt;","Venus sagte, er liebt dich sehr."
"Néd i’ non so al mondo sì gran dama,",Ich kenne keine große Dame auf der Welt.,Ich kenne keine prominenten Frauen auf der Welt.
"Che di lui dovess’eser rifusante,","daß er ihn verweigere,",daß er ihn verleugne
"Ch’egli è giovane, bello e avenante,","weil er jung, gutaussehend und charmant ist,","denn er ist jung, attraktiv und verführerisch."
"Cortese, franco e pro, di buona fama:","höflich, loyal, mutig und respektiert.","Freundlich, treu, glühend und geschätzt."
"Promettili un basciar, e a•tte ’l chiama,","Versprich ihm einen Kuss und ruf ihn zu dir,",Versprich ihm einen Kuss und lade ihn zu dir ein.
Ch’e’ non à huon nel mondo più cielante».,Denn niemand auf der Welt ist diskreter als er.,denn niemand auf der Welt ist zurückhaltender als er.
Bellacoglienza disse: «I’ vo’ che vegnia,"Schöner Empfang sagte: Ich möchte, dass Sie kommen","Schöner Empfang sagte: Ich möchte, dass Sie kommen"
"E basci il Fior, che tanto gli è piaciere,","und küsst die Blume, die so sehr mag,","und die Blume umarmen, die du so sehr magst."
"Ma ched e’ sagiamente si contegnia,",aber daß es klugerweise eingedämmt wird,aber sich weise zu enthalten
"Che siate cierto, ch’e’ no•m’è spiaciere».","dass du sicher bist, dass das nicht mein Missfallen ist","Vergewissern Sie sich, dass das nicht mein Bedauern ist."
«Or gli ne manda alcuna buona ’nsegna»,Schick ihm ein gutes Zeichen.,Schicken Sie einen guten Hinweis
"Disse Venùs, «e fagliele a sapere».",Sagte Venus und ließ ihn wissen,Er bestätigte Venus und informierte ihn
Per Bel-Senbiante e per Dolze-Riguardo,für schönes Aussehen und für süßen Blick,Für ein attraktives Aussehen und für einen schönen Look.
Mi mandò la piaciente ch’i’ andasse,"Er informierte mich, dass ich gehe.","Er hat mir gesagt, dass ich gehen muss."
"Nel su’ giardin, e ch’io il Fior basciase,",im Garten und dass ich die Blume geküsst habe,im Garten und küssen die Blume
"Né non portasse   già lancia né dardo,","nicht Speere oder Pfeile tragen,","vermeiden, Speere und Pfeile zu tragen."
Ché lo Schifo era fatto sì codardo,weil der Widerstand so feige geworden war,Warum der Widerstand so pusillanimös geworden war
Ch’e’ non mi bisogniava ch’i ’l dottasse.,Ich brauchte ihn nicht zu fürchten.,Ich brauchte ihn nicht zu fürchten.
"Ma tuttor non volea ched i’ v’entrasse,","Aber er wollte immer noch nicht, dass ich da reingehe.","aber trotzdem wollte er nicht, dass ich hineingehe."
"Sed e’ non fosse nocte ben a tardo,","Es sei denn, es war sehr spät in der Nacht.",Aber es war nicht sehr spät in der Nacht.
Perciò che Chastità e Gielosia,Deshalb diese Keuschheit und Eifersucht,Was für Reinheit und Eigenständigkeit
Sì ànno messo Paura e Vergognia,Jahr der Angst und Scham anvertraut,Jahr der Angst und Demütigung anvertraut
"In le’ guardar, che non faccia follia,","um sie anzuschauen, dass sie nichts Verrücktes macht","um sie zu beobachten, dass sie nicht begeht Torheit"
"Ed un villan, che truov’ognie menzognia,","und einem Bösewicht, der Lügen findet","und einem bösen Menschen, der das Falsche findet"
"La guarda, il qual fu nato in Normandia:","Er schaut sie an, die in der Normandie geboren wurde","die Suche, die in der Normandie geboren wurde"
"Malabocha, «Que’ c’ognie mal sanpogna».","Malabocha, der die Quelle des Bösen ist.","Maleficent, der die Quelle aller Bosheit ist."
"Udendo quella nobile novella,",diese edle Geschichte zu hören,Zuhören auf diese edle Erzählung
"Che que’ gienti messagi m’aportaro,","Und sie wurden zu mir von den Gesandten gebracht,",Sie wurden mir von diesen Abgesandten übergeben.
Sì forte mente il cuor   mi confortaro,Ich fühlte so viel Trost in meinem Herzen.,Ich fühlte eine große Erleichterung in meiner Seele.
Che di gioia perde’ quasi la favella.,Ich hätte fast die Kraft des Wortes verloren.,Ich verlor fast die Kontrolle über meine Zunge zum Frohlocken.
"Nel giardin me n’anda’ tutto ’n gonella,","In den Garten betrat ich meine Gondel,",Im Garten durchdrang ich meine Hütte.
"Sanz’armadura, com’e’ comandaro,","ohne Waffen, wie sie geboten hatten.","Unbewaffnet, wie befohlen."
E sì trovai quella col viso chiaro.,Und ich fand den mit dem klaren Gesicht.,Und ich entdeckte die mit dem blassen Gesicht
"Bellacoglienza tosto a•ssé m’apella,",Schöner Empfang sofort mein Name,"Herzlich willkommen, ich stelle mich sofort vor."
"E disse: «Vien avanti e bascia ’l Fiore,","und sagte: ""Kommt her und küsst die Blume;","Und er sagte: ""Geht fort und küsst die Pflanze;"
"Ma guarda di far cosa che mi spiaccia,","Aber tun Sie nichts, was mir leid tut.","Aber tun Sie nichts, um mich zu stören."
Ché•ttu ne perderesti ognie mio amore».,Weil du meine ganze Liebe verlieren würdest.,weil du meine ganze Hingabe verlieren würdest.
"Sì ch’i’ alor feci croce de le braccia,","Also kreuzte ich meine Arme,",Da habe ich meine Arme verschränkt.
E sì ’l basciai co•molto gran tremore.,"und küßte die Blume mit großem Zittern,","Und er küsste die Blume mit großer Aufregung,"
Sì forte ridottava suo minaccia.,so erschrocken durch seine Drohung,so erschrocken durch seine Einschüchterung
Del molto olor ch’al cor m’entrò basciando,"des Parfüms, das in mein Herz eintrat, als ich mich küsste","von der Quelle des Duftes, die in meiner Seele durchdrang, als ich küsste"
"Quel pretioso Fior, che tanto aulia,","diese kostbare Blume, die so duftend ist","das kostbare Blütenblatt, das so duftend ist"
Contar né dir per me non si poria.,Ich kann nicht sprechen oder sagen.,Ich kann mich nicht ausdrücken oder artikulieren.
Ma dirò come ’l mar s’andò   turbando,"aber ich sage dir, wie das Meer stürmisch geworden ist","aber ich werde offenbaren, wie das Meer stürmisch geworden ist"
"Per MalaBocha, quel ladro normando,","für Malabocha, diesen Normannendieb,","Für Malabocha, diesen normannischen Übeltäter,"
Che se n’avide e svegliò Gielosia,der das Ereignis sah und Eifersucht weckte,"der beobachtete, was geschehen war, und den Neid erweckte."
"E Chastità, ché ciaschuna dormia,","und Keuschheit, die jeder schlief","und Reinheit, die jeder ruhte"
Perch’i’ fu’ del giardin rimesso in bando.,Darauf wurde ich wieder aus dem Garten geworfen.,Also wurde ich wieder aus dem Garten vertrieben.
"E sì vi conterò de la forteza,",Und jetzt erzähle ich dir von der Festung.,Nun sage ich euch von der Festung
"Dove Bellacoglienza fu ’n prigione,",wo Bells Empfang im Gefängnis war,Wo Bells Empfang eingesperrt wurde
Ch’Amor abatté poi per su’ prodezza;,was die Liebe mit ihrer Kraft zerstört hat.,was die Liebe mit ihrer Macht verwüstet hat.
E come Schifo mi tornò fellone,und wie der Widerstand feindselig geworden ist,und wie der Widerstand Gegner wurde
E lungo tenpo mi tene in distreza;,"und mich lange Zeit in Bedrängnis hielt,","und quälte mich für eine lange Zeit,"
E come ritornò a me Ragione.,und wie die Vernunft zu mir zurückkam.,und wie die Weisheit zu mir zurückkam.
"Castità, che da Veno è guereggiata,","Keuschheit, gegen die Venus Krieg führt,","Reinheit, gegen die Venus kämpft,"
"Sì disse a Gielosia: «Per Dio, merzede!","Er sagte zur Eifersucht: „Im Namen Gottes, erbarme dich!","Er sagte zum Neid: ""Im Namen Gottes, erbarme dich!"""
"S’a questo fatto l’uon non ci provede,",wenn man zu dieser Tatsache nicht zur Verfügung stellt,"Wenn dies nicht der Fall ist, greift man nicht ein"
I’ potre’ ben tosto esere adontata.,Ich könnte bald unter Scham leiden.,Es könnte mir bald peinlich sein.
"Vergognia e Paura m’ànno abandonata,",Schande und Furcht haben mich verlassen;,Beschämung und Beunruhigung haben mich verlassen.
"In quello Schifo foll’è chi si crede,","an den Widerstand, an den man glaubt","In jener Hartnäckigkeit, in der man Glauben hat"
Ch’i’ son ciertana   ch’e’ non ama a fede,"Denn ich bin sicher, er liebt nicht treu,","Weil ich sicher bin, dass er Loyalität nicht liebt."
Po’ del giardin sì mal guardò l’entrata.,Dann schaute er den Eingang des Gartens so schlecht an.,Dann schaute er in den Zugang des Gartens so schlecht.
"Onde vo’ siete  la miglior guardiana,",wo du der beste Hüter bist,Wo Sie der vertrauenswürdigste Hausmeister sind.
Ch’i’ ’n esto mondo potese trovare:,dass diese Welt finden könnte,Dass diese Welt finden könnte
Gran luogo avete in  Lonbardia e ’n Toschana.,Sie sind in der Lombardei und in der Toskana bekannt.,Sie sind berühmt in der Lombardei und Toskana.
"Per Dio, ched e’ vi piaccia il Fior guardare,",Mögen Sie im Namen Gottes gern die Blume betrachten!,Mögen Sie im Namen Gottes gern das Blossomen betrachten!
"Ché, se que’, che ’l basciò, punto lo sgrana,","dass, wenn das, dass ich ihn küsse, ihn ruinieren sollte,","dass, wenn diese Aktion, grüßt ihn mit einem Kuss, sollte ihm schaden,"
"Non fia misfatto, ch’uon poss’amendare».",Es kann nie korrigiert werden.,ein Fehler kann nie korrigiert werden.
"Gielosia disse: «I’ prendo a me la guarda,","Eifersucht sagte: ""Ich nehme meine Wache.""","Eifersucht verkündete: ""Ich nehme das Sorgerecht."""
"Ch’a ben guardar il Fior è mia credenza,",die Blume zu betrachten ist mein Glaube,Die Blume zu beobachten ist mein Glaube
"Ch’i’ avrò giente di tal provedenza,",daß ich Leute von solcher Vorsehung habe,daß ich Leute von solcher Huld habe
Ched i’ non dotto già che Veno gli arda».,"dass ich nicht fürchte, dass die Venus sie entzünden wird.","dass ich nicht fürchte, dass die Venus sie anzünden wird."
"Al giardin se n’andò, fier’ e ghagliarda,","Im Garten ging er, stolz und stark,","Im Garten ging er weg, arrogant und kräftig."
"Ed ivi si trovò Bellacoglienza,",und Sie finden sie Schöne Rezeption,Und Sie finden sie herzlich willkommen
"E disele: «Tu à’ fatta tal falenza,","Er sagte zu ihr: ""Du hast einen solchen Fehler gemacht.""","Er sagte zu ihr: ""Du hast solche Dummheit getan."""
Ch’i’ ti tengho per folle e per musarda.,daß ich dich für töricht und töricht halte.,was ich für töricht und töricht halte.
"Ed a voi dico, Paur’ e Vergognia,",Und zu dir sage ich: Angst und Schande,Zu dir sage ich: Angst und Schrecken
"Che chi di Fior guardar in voi si fida,",Wer vertraut uns auf die Blume zu schauen,Wer von euch vertraut auf Blossoming zu schauen
Cierta son ch’e’ non à lett’ a Bolognia.,"Ich bin sicher, du hast nicht in Bologna studiert.","Ich bin sicher, er ist nicht nach Bologna gegangen."
"E quello Schifo, che punt’or non grida,","Und der Widerstand, der jetzt nicht schreit,","Dieser Widerstand, der jetzt nicht schreit,"
"Gli varia me’ ch’e’ fosse in Catalognia,","Es wäre besser für ihn, wenn er in Katalonien wäre,","Es wäre vorzuziehen, wenn es in der katalanischen Region wäre."
Sed e’ non guarda   ben ciò ch’egli à ’n guida».,"wenn er nicht in der Lage ist, zu schützen, was in seiner Obhut ist.","Wenn er nicht in der Lage ist zu bewachen, was ihm anvertraut ist."
Vergognia contra terra il capo china,"Schade, deinen Kopf zu Boden zu beugen,",Remorse senkt deinen Blick auf den Boden.
"Ché ben s’avide, ch’ella avea fallato,","weil er wusste, dass er einen Fehler gemacht hatte,","Weil er wusste, dass er einen Fehler gemacht hat."
"E d’un gran velo il viso avea velato,",und bedeckte sein Gesicht mit einem großen Schleier.,Und wickelte sein Gesicht mit einem riesigen Schleier.
"E sì disse a Paura, sua chugina:","Und er sagte zu fürchten, sein Vetter:","Und er sagte zu seinem Vetter, ängstlich:"
"«Paura, no’ siàn messe nell’aina","Angst, wir sind in Hass gesetzt","Angst, wir sind in Unzufriedenheit."
"Di Gielosia, e ciò ci à prochacciato","der Eifersucht, und dies hat dazu geführt,","Von Neid, und dies hat verursacht"
"Lo Schifo, perch’egli à cortesegiato","der Widerstand, weil er sich beworben hat","Die Guerilla, denn er verhext"
"Al bel valetto, ch’i’ vid’ier mattina.","zu dem hübschen Jungen, den ich gestern Morgen gesehen habe.","Zu dem attraktiven jungen Mann, den ich gestern Morgen gesehen habe."
"Or andiàn tosto, e troviàn quel villano,",Jetzt suchen wir schnell den Bösewicht.,Nun lassen Sie uns schnell vorgehen und diesen Bösen identifizieren.
E gli dirén com’e’ fia malbalito,"Und wir werden ihm sagen, wie böse er ist,","Und wir sagen ihm, wie schlecht er behandelt wird."
"Se Gielosia gli mette adosso mano,","wenn ihm die Eifersucht die Hände auflegt,",Wenn ihn Eifersucht angreift.
"Ch’egli à ’n ben guardar troppo fallito,",dass er nicht gut aussah und versagte,dass er nicht sorgfältig untersucht und versagt hat
"Ch’e’ sì dé eser a ciaschuno strano,",Warum sollte es für jeden seltsam sein,Weil es für alle ungewöhnlich sein sollte.
