Original,Translate,Translate_GPT_1
Ma’ che lungi dal Fior le tue man tenghi.,Zolang je je handen uit de buurt van de Bloem houdt.,Zolang je de Bloem niet aanraakt.
Le buone donne fatt’ànno far pacie,Goede vrouwen hebben vrede tot stand gebracht.,De aardige vrouwen hebben rust gevonden.
"Tra me e te: or fa che•lla mantenghi,",tussen jou en mij: zorg er nu voor dat je,Ik en jij: zorg nu dat je het in stand houdt.
Sì che verso di me non sie fallacie».,Zodat ik mijn vertrouwen niet verraad.,Zodat ik mijn loyaliteit niet verbreek.
"Venusso, ch’è socorso degli amanti,","Venus, die de geliefden komt redden,","Venus, die de geliefden helpt,"
"Ven’ a Bellacoglienza col brandone,","Kwam van Bell receptie met een zaklamp,",Hij kwam van de receptie van Bell met een lantaarn.
"E’ si rechava,   a guisa di penone,",Houden als een speer,Houden als een speer
Per avanpar chiunque l’è davanti.,om iedereen die hij ontmoet in brand te steken.,Ontsla iedereen die hij ontmoet.
"A voler racontar de’ suo’ senbianti,",Wilde zijn gezicht vertellen.,Beschrijf zijn verschijningen
"E de la sua tranobile fazone,",En zijne weldaden.,"en haar befaamde neiging,"
Sarebe assai vie più lungo sermone,Het zou veel langer duren om dat te zeggen.,Het zou veel tijd kosten om het uit te drukken.
Ch’a sermonar la vita a tutti i santi.,Die het leven van alle heiligen vertellen.,vertel de biografie van elke heilige.
Quando Bellacoglienza sentì ’l caldo,Toen Mooie ontvangst voelde de warmte,Toen Mooie ontvangst waargenomen de warme
"Di quel brandon,   che così l’avanpava,","van die fakkel die haar liet branden,",van die zaklamp die haar liet schijnen.
Sì tosto fu ’l su’ cuor col mio saldo.,Zijn hart sloot zich onmiddellijk aan bij het mijne.,Onmiddellijk werd zijn hart met het mijne;
"E Venusso, ch’a•cciò la confortava,","En Venus, die haar daartoe vermaande,","En Venus, die haar hiertoe aanzette,"
"Si trasse verso lei col viso baldo,",ze benaderde haar met een krachtig gezicht,Hij benaderde haar met een indrukwekkend gezicht.
Diciendo che ve•me troppo fallava:,Hij zei dat hij schuldig was voor mij.,Hij zei dat hij verantwoordelijk was voor mij.
"«Tu falli tropo verso quell’Amante,»","Venus zei: ""Je maakt een grote fout jegens die minnaar.""",Venus verklaarde: Je begaat een groot onrecht tegen die minnaar.
"Disse Venusso «che cotanto t’ama,",zei Venus die zoveel van je houdt;,Venus zei dat hij heel veel van je houdt.
"Néd i’ non so al mondo sì gran dama,",Ik ken geen grote dame in de wereld.,Ik ken geen prominente vrouwen in de wereld.
"Che di lui dovess’eser rifusante,",dat hij hem zou weigeren:,Opdat hij hem zou verwerpen.
"Ch’egli è giovane, bello e avenante,","Omdat hij jong, knap en charmant is.","want hij is jong, aantrekkelijk en verleidelijk."
"Cortese, franco e pro, di buona fama:","hoffelijk, loyaal, gedurfd en gerespecteerd.","Behoorlijk, trouw, vurig en gewaardeerd."
"Promettili un basciar, e a•tte ’l chiama,","Beloof hem een kus en roep hem naar jou,",Beloof hem een kus en nodig hem uit.
Ch’e’ non à huon nel mondo più cielante».,Omdat niemand in de wereld discreeter is dan hij.,Omdat niemand in de wereld meer gereserveerd is dan hij.
Bellacoglienza disse: «I’ vo’ che vegnia,Mooie receptie zei: Ik wil dat je komt,Mooie receptie zei: Ik wil dat je komt
"E basci il Fior, che tanto gli è piaciere,","en kust de Bloem die zo graag,",en omhels de Bloem die je zo leuk vindt.
"Ma ched e’ sagiamente si contegnia,",maar dat het verstandig wordt ingesloten,maar om zich wijs te onthouden
"Che siate cierto, ch’e’ no•m’è spiaciere».",dat je zeker bent dat dit niet mijn ongenoegen is,Zorg ervoor dat dit niet mijn spijt is.
«Or gli ne manda alcuna buona ’nsegna»,Stuur hem een goed teken.,Stuur een goede indicatie
"Disse Venùs, «e fagliele a sapere».",Zei Venus en liet het hem weten.,Hij bevestigde Venus en informeerde hem
Per Bel-Senbiante e per Dolze-Riguardo,voor mooi uiterlijk en voor zoete blik,Voor aantrekkelijk uiterlijk en voor mooie look.
Mi mandò la piaciente ch’i’ andasse,Hij vertelde me dat ik ging.,Hij zei dat ik moest gaan.
"Nel su’ giardin, e ch’io il Fior basciase,",in de tuin en dat ik de Bloem kuste,in de tuin en het zoenen van de bloem
"Né non portasse   già lancia né dardo,","niet om speren of pijlen te dragen,",Vermijd het dragen van zowel speren als pijlen.
Ché lo Schifo era fatto sì codardo,Omdat het verzet zo laf was geworden.,Waarom het Verzet zo onstuimig was geworden
Ch’e’ non mi bisogniava ch’i ’l dottasse.,Ik hoefde hem niet te vrezen.,Ik hoefde hem niet te vrezen.
"Ma tuttor non volea ched i’ v’entrasse,",Maar hij wilde nog steeds niet dat ik naar binnen ging.,Maar toch wilde hij niet dat ik erin ging.
"Sed e’ non fosse nocte ben a tardo,",Tenzij het erg laat was 's nachts.,Maar 's avonds was het niet erg laat.
Perciò che Chastità e Gielosia,Dus die kuisheid en jaloezie,Dus welke zuiverheid en bezitterigheid
Sì ànno messo Paura e Vergognia,jaar toevertrouwd aan angst en schaamte,jaar toevertrouwd aan angst en vernedering
"In le’ guardar, che non faccia follia,","Om naar haar te kijken, dat ze niets geks doet.","om haar te observeren, dat ze geen dwaasheid pleegt"
"Ed un villan, che truov’ognie menzognia,",en een schurk die alle leugens vindt,En een slecht mens die de leugens ontdekt.
"La guarda, il qual fu nato in Normandia:","Hij kijkt naar haar, die geboren is in Normandië.","de scrute, die werd geboren in Normandië"
"Malabocha, «Que’ c’ognie mal sanpogna».","Malabocha, die de bron is van al het kwaad.","Maleficent, die de bron is van alle boosaardigheid."
"Udendo quella nobile novella,",Ik hoor dat nobele verhaal.,Luisteren naar die nobele vertelling
"Che que’ gienti messagi m’aportaro,",En zij werden door die Boodschappers tot mij gebracht.,Ze zijn bij mij afgeleverd door die afgezanten.
Sì forte mente il cuor   mi confortaro,Ik voelde zoveel troost in mijn hart.,Ik voelde een grote opluchting in mijn ziel.
Che di gioia perde’ quasi la favella.,Ik verloor bijna de kracht van het woord.,Ik verloor bijna de controle over mijn tong voor vreugde.
"Nel giardin me n’anda’ tutto ’n gonella,",In de tuin ging ik mijn gondel binnen.,In de tuin drong ik door mijn hut.
"Sanz’armadura, com’e’ comandaro,","Zonder wapens, zoals ze hadden bevolen.","Ongewapend, zoals bevolen."
E sì trovai quella col viso chiaro.,En ik vond degene met het heldere gezicht.,En ik ontdekte degene met het bleke gezicht
"Bellacoglienza tosto a•ssé m’apella,",Mooie receptie meteen mijn naam,"Warm welkom, ik stel me meteen voor."
"E disse: «Vien avanti e bascia ’l Fiore,","En hij zei: ""Kom naar voren en kus de bloem.","En hij zei: ""Klop en kus de plant."
"Ma guarda di far cosa che mi spiaccia,",Maar doe niets waar ik spijt van heb.,Maar doe niets om me lastig te vallen.
Ché•ttu ne perderesti ognie mio amore».,Omdat je al mijn liefde zou verliezen.,Omdat je al mijn toewijding zou verliezen.
"Sì ch’i’ alor feci croce de le braccia,",Dus ik heb mijn armen gekruist.,Toen werden mijn armen verstrengeld.
E sì ’l basciai co•molto gran tremore.,En Wij kusten de Bloem met grote beven.,En hij kuste de Bloem met grote opwinding.
Sì forte ridottava suo minaccia.,Zo bang voor zijn bedreiging.,zo doodsbang door zijn intimidatie
Del molto olor ch’al cor m’entrò basciando,van het parfum dat mijn hart binnenging toen ik kuste,van de fontein van de geur die in mijn ziel drong toen ik kuste
"Quel pretioso Fior, che tanto aulia,",die kostbare bloem die zo geurig is,dat kostbare bloemblaadje dat zo geurig is
Contar né dir per me non si poria.,Ik kan niet praten of zeggen:,Ik kan mezelf niet uiten of verwoorden.
Ma dirò come ’l mar s’andò   turbando,Maar ik zal je vertellen hoe de zee stormachtig is geworden.,Maar ik zal onthullen hoe de zee stormachtig is geworden.
"Per MalaBocha, quel ladro normando,","voor Malabocha, die Norman dief,","Voor Malabocha, die Norman boosdoener,"
Che se n’avide e svegliò Gielosia,Die de gebeurtenis zag en jaloezie wekte,Die zag wat er gebeurde en die jaloers werd.
"E Chastità, ché ciaschuna dormia,","En de kuisheid, die ieder heeft geslapen.","en zuiverheid, die elk rustte"
Perch’i’ fu’ del giardin rimesso in bando.,Toen werd ik weer uit de tuin geworpen.,Dus werd ik weer uit de tuin gezet.
"E sì vi conterò de la forteza,",En nu vertel ik je over het fort.,Nu vertel ik je over het fort.
"Dove Bellacoglienza fu ’n prigione,",waar Bell's receptie in de gevangenis zat,Waar Bell's receptie gevangen zat.
Ch’Amor abatté poi per su’ prodezza;,wat Liefde heeft vernietigd met zijn kracht.,wat Liefde heeft verwoest met zijn kracht.
E come Schifo mi tornò fellone,en hoe het Verzet vijandig is geworden,En hoe het Verzet zich verzette.
E lungo tenpo mi tene in distreza;,En Hij heeft mij lang in angst vastgehouden.,En Hij heeft mij voor een lange tijd gekweld.
E come ritornò a me Ragione.,En hoe Reason terugkwam naar mij.,En hoe de Wijsheid bij mij terugkwam.
"Castità, che da Veno è guereggiata,","Chastity, waartegen Venus oorlog voert,","Zuiverheid, waartegen Venus vecht,"
"Sì disse a Gielosia: «Per Dio, merzede!","Hij zei tegen de jaloezie: ""In de naam van God, heb genade!","Hij zei om jaloers te zijn: ""In de naam van God, wees genadig!"""
"S’a questo fatto l’uon non ci provede,",indien dit niet het geval is,"Indien dit niet het geval is, komt men niet tussenbeide"
I’ potre’ ben tosto esere adontata.,Ik kan snel aan schaamte lijden.,Misschien voel ik me al snel beschaamd.
"Vergognia e Paura m’ànno abandonata,",schaamte en angst hebben mij verlaten;,Verlegenheid en trepidatie hebben me verlaten.
"In quello Schifo foll’è chi si crede,",in dat verzet waarin men gelooft,In die vasthoudendheid waarin men geloof heeft
Ch’i’ son ciertana   ch’e’ non ama a fede,Want ik weet zeker dat hij niet van trouw houdt.,Want ik weet zeker dat hij niet van loyaliteit houdt.
Po’ del giardin sì mal guardò l’entrata.,Toen keek hij zo slecht naar de ingang van de tuin.,Toen bekeek hij de toegang tot de tuin zo slecht.
"Onde vo’ siete  la miglior guardiana,",Waar jij de beste bewaker bent.,Waar je de meest vertrouwde conciërge bent.
Ch’i’ ’n esto mondo potese trovare:,dat deze wereld zou kunnen vinden,Dat deze wereld kon vinden
Gran luogo avete in  Lonbardia e ’n Toschana.,Je bent bekend in Lombardije en Toscane.,Je bent beroemd in Lombardije en Toscane.
"Per Dio, ched e’ vi piaccia il Fior guardare,","In de naam van God, mag u genieten van het kijken naar de Bloem!","In de naam van God, moge je genieten van het overwegen van Blossoming!"
"Ché, se que’, che ’l basciò, punto lo sgrana,","Dat, als dat, dat ik hem kus, hem zou ruïneren,","Dat, als die actie, hem begroeten met een kus, hem pijn zou doen,"
"Non fia misfatto, ch’uon poss’amendare».",Het kan nooit gecorrigeerd worden.,Een fout kan nooit worden rechtgezet.
"Gielosia disse: «I’ prendo a me la guarda,","Jaloezie zei: ""Ik neem mijn wacht.""","Jaloezie verkondigde: ""Ik neem de voogdij."""
"Ch’a ben guardar il Fior è mia credenza,",om naar de Bloem te kijken is mijn overtuiging,De Bloem observeren is mijn geloof.
"Ch’i’ avrò giente di tal provedenza,",dat ik mensen van zulke voorzienigheid zal hebben,dat ik mensen van een dergelijke gulheid zal hebben
Ched i’ non dotto già che Veno gli arda».,Dat ik niet bang ben dat Venus ze zal verbranden.,Ik ben niet bang dat Venus ze zal aansteken.
"Al giardin se n’andò, fier’ e ghagliarda,",In de tuin ging hij hoogmoedig en sterk weg.,In de tuin ging hij hoogmoedig en krachtig weg.
"Ed ivi si trovò Bellacoglienza,",en je vindt ze prachtige receptie,En je vindt ze warm welkom.
"E disele: «Tu à’ fatta tal falenza,","Hij zei tegen haar: ""Je hebt zo'n fout gemaakt.""","Hij zei tegen haar: ""Je hebt zo'n dwaasheid gedaan."""
Ch’i’ ti tengho per folle e per musarda.,Dat ik je dwaas en dwaas vind.,Wat ik als dwaas en slap beschouw.
"Ed a voi dico, Paur’ e Vergognia,",En tegen jou zeg ik: Angst en schaamte.,Tegen jou zeg ik: Angst en berouw.
"Che chi di Fior guardar in voi si fida,",die ons vertrouwt om naar de Bloem te kijken,Wie van jullie vertrouwt om naar Blossoming te kijken?
Cierta son ch’e’ non à lett’ a Bolognia.,Ik weet zeker dat je niet in Bologna hebt gestudeerd.,Ik weet zeker dat hij niet naar Bologna ging.
"E quello Schifo, che punt’or non grida,","En dat verzet, dat nu niet schreeuwt,",Dat verzet schreeuwt nu niet meer.
"Gli varia me’ ch’e’ fosse in Catalognia,","Het zou beter voor hem zijn als hij in Catalonië was,",Het zou beter zijn als het in de Catalaanse regio was.
Sed e’ non guarda   ben ciò ch’egli à ’n guida».,als hij niet in staat is om te beschermen wat in zijn zorg is.,Als hij niet in staat is te waken over wat hem is toevertrouwd.
Vergognia contra terra il capo china,Schaam je om je hoofd voor de grond te buigen.,Wroeging laat je blik naar de grond zakken.
"Ché ben s’avide, ch’ella avea fallato,",Omdat hij wist dat hij een fout had gemaakt.,Omdat hij wist dat hij een fout maakte.
"E d’un gran velo il viso avea velato,",En bedekte zijn aangezicht met een grooten sluier.,En wikkelde zijn gezicht met een enorme sluier.
"E sì disse a Paura, sua chugina:","En hij zei om bang te zijn, zijn neef:",En hij zei met angst tegen zijn neef:
"«Paura, no’ siàn messe nell’aina","Angst, we worden in haat gebracht.","Angst, we worden in ongenoegen gebracht."
"Di Gielosia, e ciò ci à prochacciato","van jaloezie, en dit heeft geleid tot","Van afgunst, en dit heeft veroorzaakt"
"Lo Schifo, perch’egli à cortesegiato","het verzet, omdat hij wooo","De guerrilla, want hij behekst"
"Al bel valetto, ch’i’ vid’ier mattina.",Aan die knappe jongen die ik gistermorgen zag.,Aan die knappe jongeman die ik gisterochtend zag.
"Or andiàn tosto, e troviàn quel villano,",Laten we nu snel die schurk gaan zoeken.,Laten we nu snel verder gaan en die slechte identificeren.
E gli dirén com’e’ fia malbalito,En wij zullen hem vertellen hoe slecht hij behandeld wordt.,En we zullen hem vertellen hoe mishandeld hij is.
"Se Gielosia gli mette adosso mano,",Als de jaloezie hem aanraakt;,Als jaloezie hem aanvalt.
"Ch’egli à ’n ben guardar troppo fallito,",dat hij er niet goed uitzag en faalde,dat hij niet zorgvuldig onderzocht en gefaald heeft
"Ch’e’ sì dé eser a ciaschuno strano,",Waarom zou het voor ieder vreemd zijn?,Omdat het voor iedereen ongebruikelijk zou moeten zijn.
E ’l Diavol sì•ll’à ora incortesito».,Maar de duivel maakte hem zo verfijnd!,Maar de duivel maakte hem zo verfijnd!
"Per lo Schifo trovar, ciaschun’andava,","Om het Verzet te vinden, gingen ze allemaal...","Om het Verzet te ontdekken, dwaalde iedereen rond."
"Per dirli del misfatto molto male,",Om hem te vertellen over de slechte daden zeer slecht,Informeer hem serieus over de misdaad.
E que’ s’avea fatto un capezale,En dat hij hier een bed had gemaakt.,en dat hier een bed was gemaakt
"D’un fascio d’erba, e sì soniferava.","van een bundel gras, en daar viel hij in slaap.","uit een boeket van vegetatie, en daar druipte hij."
"Vergognia fortemente lo sgridava,","Schaam je voor hem, hij heeft hem uitgescholden.",Schaamte heeft hem ernstig berispt.
"Paura   d’altra parte sì•ll’assale,",Angst aan de andere kant de aanvaller,"Terreur, angst, trepidatie aan de andere kant overvalt hem."
"Diciendo: «Schifo, ben poco ti chale","Zeg, Verzet, weinig voorzichtigheid is geboden.","Kleine zorgen, vasthoudendheid, weinig interesse."
"Che Gielosia sì forte ne grava,",Die jaloezie is zo boos.,Die jaloezie is zo boos.
"E ciò ci avien per te, quest’è palese,","En het is voor jou, en dit is duidelijk.","En dit is aan jou geopenbaard, en dit is duidelijk."
"Quando tu, per la tua malaventura,",wanneer u door uw ongeluk,"Wanneer jij, helaas."
Tu vuogli intender or d’eser cortese.,Je wilt begrijpen of hoffelijk zijn.,u wilt betekenen of vriendelijk zijn
Ben sa’ ch’e’ non ti move di natura.,Je weet dat hij niet van nature beweegt.,Ze zeggen dat hij niet in z'n eentje beweegt.
"Con ciaschedun dé’ star a le difese,",dat ieder in de verdediging moet staan,dat ieder zich moet verdedigen
Per ben guardar questa nostra chiusura».,om goed te kijken naar onze afsluiting,"Onderzoek, observeer, deze conclusie van ons."
"Lo Schifo, quando udìo quel romore,",Verzet wanneer het dat geluid hoort,Tolerantie toen hij dat geluid hoorde
Conobe ben ched egli avea mispreso.,Hij wist dat hij een fout maakte.,Hij begreep duidelijk dat hij een misdaad had begaan.
"Sì disse: «Il Diavol ben m’avea sorpreso,","Hij zei: ""De duivel had mij verrast.","Hij zei: ""De duivel had me verrast."""
