Original,Translate,Translate_GPT_1
Perch’i’ fu’ del giardin rimesso in bando.,whereupon I was cast out of the garden again.,So I was expelled again from the garden.
"E sì vi conterò de la forteza,",And now I'll tell you about the fortress,Now I tell you of the fortress
"Dove Bellacoglienza fu ’n prigione,",where Bell's reception was in prison,Where Bell's reception was imprisoned
Ch’Amor abatté poi per su’ prodezza;,what Love has destroyed with its strength.,what Love has devastated with its power.
E come Schifo mi tornò fellone,and how the Resistance has become hostile,and how the Resistance became opponent
E lungo tenpo mi tene in distreza;,"and held me in anguish for a long time,","and tormented me for a long time,"
E come ritornò a me Ragione.,and how Reason came back to me.,and how the Wisdom came back to me.
"Castità, che da Veno è guereggiata,","Chastity, against which Venus makes war,","Purity, against which Venus fights,"
"Sì disse a Gielosia: «Per Dio, merzede!","He said to jealousy: ""In the name of God, have mercy!","He said to envy, ""In the name of God, have mercy!"""
"S’a questo fatto l’uon non ci provede,",if to this fact one does not provide,If this is not the case one does not intervene
I’ potre’ ben tosto esere adontata.,I may soon suffer from shame.,I might soon feel embarrassed.
"Vergognia e Paura m’ànno abandonata,",shame and fear have forsaken me;,Embarrassment and trepidation have left me.
"In quello Schifo foll’è chi si crede,",in that resistance in which one believes,In that tenacity in which one has faith
Ch’i’ son ciertana   ch’e’ non ama a fede,"because I'm sure he doesn't love faithfully,",Because I'm sure he doesn't love with loyalty.
Po’ del giardin sì mal guardò l’entrata.,Then he looked at the entrance of the garden so badly.,Then he looked into the access of the garden so badly.
"Onde vo’ siete  la miglior guardiana,",where you are the best guardian,Where you are the most trusted caretaker.
Ch’i’ ’n esto mondo potese trovare:,that this world could find,That this world could find
Gran luogo avete in  Lonbardia e ’n Toschana.,You are well known in Lombardy and Tuscany.,You are famous in Lombardy and Tuscany.
"Per Dio, ched e’ vi piaccia il Fior guardare,","In the name of God, may you enjoy looking at the Flower!","In the name of God, may you enjoy contemplating Blossoming!"
"Ché, se que’, che ’l basciò, punto lo sgrana,","that, if that, that I kiss him, should ruin him,","that, if that action, greeting him with a kiss, should hurt him,"
"Non fia misfatto, ch’uon poss’amendare».",It can never be corrected.,a mistake can never be corrected.
"Gielosia disse: «I’ prendo a me la guarda,","Jealousy said, ""I'll take my guard.""","Jealousy proclaimed, ""I take custody."""
"Ch’a ben guardar il Fior è mia credenza,",to look at the Flower is my belief,Observing the Flower is my faith
"Ch’i’ avrò giente di tal provedenza,",that I will have people of such providence,that I shall have people of such bounty
Ched i’ non dotto già che Veno gli arda».,that I am not afraid that Venus will inflame them.,that I am not afraid that Venus will light them.
"Al giardin se n’andò, fier’ e ghagliarda,","In the garden he went away, proud and strong,","In the garden he went away, arrogant and vigorous."
"Ed ivi si trovò Bellacoglienza,",and you find them Beautiful reception,And you find them warm welcome
"E disele: «Tu à’ fatta tal falenza,","He said to her, ""You made such a mistake.""","He said to her, ""You've done such foolishness."""
Ch’i’ ti tengho per folle e per musarda.,that I consider you foolish and foolish.,which I regard as foolish and fatuous.
"Ed a voi dico, Paur’ e Vergognia,","And to you I say, Fear and Shame","To you I say, Fear and Remorse"
"Che chi di Fior guardar in voi si fida,",who trusts us to look at the Flower,Which one of you trusts to look at Blossoming
Cierta son ch’e’ non à lett’ a Bolognia.,I'm sure you didn't study in Bologna.,I'm sure he didn't go to Bologna.
"E quello Schifo, che punt’or non grida,","And that Resistance, which doesn't scream now,","That resistance, that doesn't scream now,"
"Gli varia me’ ch’e’ fosse in Catalognia,","It would be better for him if he were in Catalonia,",It would be preferable if it were in the Catalan region.
Sed e’ non guarda   ben ciò ch’egli à ’n guida».,if he is not able to protect what is in his care.,If he is not able to guard what is entrusted to him.
Vergognia contra terra il capo china,"Shame to bow your head to the ground,",Remorse lowers your gaze to the ground.
"Ché ben s’avide, ch’ella avea fallato,","because he knew he had made a mistake,",Because he knew he made a mistake.
"E d’un gran velo il viso avea velato,",and covered his face with a great veil.,And wrapped his face with a huge veil.
"E sì disse a Paura, sua chugina:","And he said to fear, his cousin:","And he said to his cousin, fearfully:"
"«Paura, no’ siàn messe nell’aina","Fear, we are put in hatred","Fear, we are put in displeasure."
"Di Gielosia, e ciò ci à prochacciato","of jealousy, and this has led to","Of envy, and this has caused"
"Lo Schifo, perch’egli à cortesegiato","the Resistance, because he wooed","The guerrilla, for he bewitched"
"Al bel valetto, ch’i’ vid’ier mattina.",to that handsome boy I saw yesterday morning.,To that attractive young man I watched yesterday morning.
"Or andiàn tosto, e troviàn quel villano,",Now let's go quickly and find that villain.,Now let us proceed quickly and identify that wicked one.
E gli dirén com’e’ fia malbalito,"and we will tell him how evil he is treated,",and we'll tell him how mistreated he is.
"Se Gielosia gli mette adosso mano,",if jealousy puts its hands on him;,If jealousy assaults him.
"Ch’egli à ’n ben guardar troppo fallito,",that he did not look well and failed,that he has not carefully examined and failed
"Ch’e’ sì dé eser a ciaschuno strano,",Why should it be to each strange,Because it should be to everyone unusual.
E ’l Diavol sì•ll’à ora incortesito».,But the devil made him so refined!,But the devil made him so refined!
"Per lo Schifo trovar, ciaschun’andava,","To find the Resistance, each went","To discover the Resistance, everyone was wandering around."
"Per dirli del misfatto molto male,",to tell him about the misdeeds very badly,Inform him of the crime seriously.
E que’ s’avea fatto un capezale,and that here he had made a bedside,and that a bed had been created here
"D’un fascio d’erba, e sì soniferava.","from a bundle of grass, and there he fell asleep.","from a bouquet of vegetation, and there he drowsed."
"Vergognia fortemente lo sgridava,","Shame on him, he scolded him.",Shame severely rebuked him.
"Paura   d’altra parte sì•ll’assale,",Fear on the other hand the assailant,"Terror, fear, trepidation on the other side assails him."
"Diciendo: «Schifo, ben poco ti chale","Saying, Resistance, little care is taken.","Little worries, tenacity, little interest."
"Che Gielosia sì forte ne grava,",That jealousy is so angry!,That jealousy is so angry!
"E ciò ci avien per te, quest’è palese,","And it is for thee, and this is clear.","And this is manifested unto thee, and this is evident."
"Quando tu, per la tua malaventura,",when you by your misfortune,"When you, unfortunately."
Tu vuogli intender or d’eser cortese.,You want to understand or be courteous,you wish to mean or be kind
Ben sa’ ch’e’ non ti move di natura.,You know he doesn't move by nature.,They say he doesn't move on his own.
"Con ciaschedun dé’ star a le difese,",that each must stand in the defenses,that each must defend himself
Per ben guardar questa nostra chiusura».,to take a good look at our closure,"Examine, observe, this conclusion of ours."
"Lo Schifo, quando udìo quel romore,",Resistance when it hears that noise,Tolerance when he heard that sound
Conobe ben ched egli avea mispreso.,He knew he made a mistake.,He clearly understood that he had committed a crime.
"Sì disse: «Il Diavol ben m’avea sorpreso,","He said, ""The devil had surprised me.","He said, ""The devil had taken me by surprise."""
Quand’io a nessun uon mostrav’amore.,when I didn't show love to anyone,When I didn't show affection to anyone.
"Ma s’i’, colui, che vene per lo Fiore,",but if he who came for the Flower,He who came to Blossoming
"I’ ’l posso nel giardin tener mai preso,",And I can keep him in the garden.,And I can imprison him in the garden.
"I’ sia unguanno per la gola inpeso,",may I be hanging from my neck,May I be brought to my neck.
Sed i’ no ’l fo morir a gran dolore».,If I don't make him die with great pain.,"If I don't, perish with great sorrow."
"Allor ricignia il viso e gli ochi torna,",Then he puts his face back and rolls his eyes,Then he grabs his forehead and rolls his eyes.
E troppo contra me tornò diverso:,and too much towards me came back different,and came back dissimilar to me
Del Fior   guardar fortemente s’atorna.,of the flower strives to look strongly at it,of the flower is used to observe it intensely
"Ai lasso, c’or mi fu canbiato il verso","Alas, how the verse was changed","Alas, how was my destiny changed?"
In poca d’or si ’l fatto mi bistorna,in a short time the fact upsets me,"In a short time, I was stunned."
Che d’abate tornai men ch’a converso.,that as an abbot I returned to be less than the younger brother.,that as a prelate I returned to be less than my younger brother.
"Gielosia, che stava in sospeccione,","Jealousy, who was afraid","Envy, who was afraid"
"Ch’ella del Fior non fosse baratata,",that she of the Flower was not traded,that she of the Flower was not exchanged
Sì fe’ gridar per tutta la contrata,He cried out all over the country.,He started screaming all over the country.
