Original,Translate_IT
" Ma poi che vide ch'io non mi partiva, disse: “Per altra via, per altri porti verrai a piaggia, non qui, per passare: più lieve legno convien che ti porti”"," Bestemmiavano Dio e i loro genitori, la razza umana, il luogo, il tempo, il seme della loro stirpe e il seme da cui erano nati"
" E 'l duca lui: “Caron, non ti crucciare: vuolsi così colà dove si puote ciò che si vuole, e più non dimandare”"," Poi, piangendo senza freno, si raccolsero tutte in-sieme sulla riva malvagia, che attende ciascun uomo che non teme Dio"
" Quinci fuor quete le lanose gote al nocchier de la livida palude, che 'ntorno a li occhi avea di fiamme rote"," Il demonio Carónte, facendo loro un cenno con gli occhi di fuoco, le raccoglie tutte, e batte con il remo quelle che indugiano"
" Ma quell'anime, ch'eran lasse e nude, cangiar colore e dibattero i denti, ratto che 'nteser le parole crude"," Come in autunno si staccano le foglie una dopo l’al-tra, finché il ramo vede per terra tutte le sue spoglie, similmente la cattiva discendenza di Adamo si af-fretta a lasciar la riva ad una ad una, seguendo i cenni del nocchiero, come uccelli che rispondono al richiamo"
" Bestemmiavano Dio e lor parenti, l'umana spezie e 'l loco e 'l tempo e 'l seme di lor semenza e di lor nascimenti"," Così se ne va sopra l’onda fangosa e, pri-ma che sia discesa di là, sull’altra riva, di qua una nuova schiera si raduna"
" Poi si ritrasser tutte quante insieme, forte piangendo, a la riva malvagia ch'attende ciascun uom che Dio non teme"," «O figlio mio» disse il maestro cortese, «coloro che muoion nell’ira di Dio (=in peccato) arrivano tutti qui da ogni paese e sono pronti ad oltrepassare il fiume, perché la giustizia divina li sprona, così che il loro timore si trasforma in desiderio"
" Caron dimonio, con occhi di bragia loro accennando, tutte le raccoglie"," Di qui non passa mai un’anima buona; perciò, se Carónte si la-menta di te, puoi ben capire ormai che cosa vogliano dire le sue parole (=non passerai di qui e ti salve-rai)»"
 batte col remo qualunque s'adagia," Il terremoto Finito il discorso, la buia campagna tremò così forte, che il ricordo dello spavento mi bagna ancora di su-dore"
" Come d'autunno si levan le foglie l'una appresso de l'altra, fin che 'l ramo vede a la terra tutte le sue spoglie, similemente il mal seme d'Adamo gittansi di quel lito ad una ad una, per cenni come augel per suo richiamo"," La terra intrisa delle lacrime dei dannati spri-gionò vento e balenò una luce rossastra, che mi fece perdere i sensi"
" Così sen vanno su per l'onda bruna, e avanti che sien di là discese, anche di qua nuova schiera s'auna", E caddi come l’uomo che prende sonno
" “Figliuol mio”, disse 'l maestro cortese, “quelli che muoion ne l'ira di Dio tutti convegnon qui d'ogne paese",
"Ruppemi l'alto sonno ne la testa un greve truono, sì ch'io mi riscossi come persona ch'è per forza desta",Un forte tuono interruppe il sonno profondo in cui ero caduto e mi risvegliai come chi è destato da una forza esterna
" e l'occhio riposato intorno mossi, dritto levato, e fiso riguardai per conoscer lo loco dov'io fossi", Mi sentivo ben riposato
 Vero è che 'n su la proda mi trovai de la valle d'abisso dolorosa che 'ntrono accoglie d'infiniti guai," Mossi intorno a me lo sguardo, lo levai dritto e guardai con atten-zione, per riconoscere il luogo dov’ero"
" Oscura e profonda era e nebulosa tanto che, per ficcar lo viso a fondo, io non vi discernea alcuna cosa"," E mi ritrovai davvero sull’orlo della valle dolorosa dell’abisso, che accoglie in sé infiniti lamenti"
" “Or discendiam qua giù nel cieco mondo”, cominciò il poeta tutto smorto"," Essa era a tal punto oscura, profonda e nebbiosa, che, pur spingen-do lo sguardo in fondo, non riuscivo a veder nulla"
" “Io sarò primo, e tu sarai secondo”", «Ora discendiamo giù nel mondo immerso nel buio» cominciò il poeta tutto smorto
" E io, che del color mi fui accorto, dissi: “Come verrò, se tu paventi che suoli al mio dubbiare esser conforto?”"," «Io andrò avanti, tu mi verrai dietro»"
" Ed elli a me: “L'angoscia de le genti che son qua giù, nel viso mi dipigne quella pietà che tu per tema senti"," Io mi ero accorto del suo pallore, così dissi: «Come potrò seguirti, se sei spaventato anche tu, che di solito conforti i miei dubbi?» Ed egli a me: «L’angoscia per le genti, che sono qua giù, mi di-pinge sul viso quel sentimento che tu credi paura [ed è compassione]"
" Andiam, ché la via lunga ne sospigne”"," Andiamo, poiché la lunghezza del cammino ci costringe a fare in fretta"
 Così si mise e così mi fé intrare nel primo cerchio che l'abisso cigne,» Così si mise in cammino e mi fece entrare nel primo cerchio che gira intorno all’abisso
" Quivi, secondo che per ascoltare, non avea pianto mai che di sospiri che l'aura etterna facevan tremare"," Il limbo e i suoi abitanti Qui, se si ascoltava, non si sentiva alcun pianto, ma soltanto sospiri, che facevano tremare l’aria eterna"
" ciò avvenia di duol sanza martìri, ch'avean le turbe, ch'eran molte e grandi, d'infanti e di femmine e di viri"," Ciò avveniva perché quegli spiriti provavano dolore, ma non erano sottoposti a tormenti"
" Lo buon maestro a me: “Tu non dimandi che spiriti son questi che tu vedi? Or vo' che sappi, innanzi che più andi, ch'ei non peccaro", Le schiere erano numerose e formate da molte anime
" e s'elli hanno mercedi, non basta, perché non ebber battesmo, ch'è porta de la fede che tu credi"," Io vedevo bam-bini, donne e uomini"
" e s'e' furon dinanzi al cristianesmo, non adorar debitamente a Dio: e di questi cotai son io medesmo"," Il buon maestro a me: «Tu non domandi chi sono questi spiriti che tu vedi? Prima di procedere oltre, voglio che tu sappia che essi non peccarono"
" Per tai difetti, non per altro rio, semo perduti, e sol di tanto offesi che sanza speme vivemo in disio”"," Se hanno meriti, ciò non basta, perché non ebbero il battesimo, che è la porta della fede in cui tu credi"
" Gran duol mi prese al cor quando lo 'ntesi, però che gente di molto valore conobbi che 'n quel limbo eran sospesi"," E, se vissero prima della nascita di Gesù Cristo, non adorarono Dio nel modo dovuto"
" “Dimmi, maestro mio, dimmi, segnore”, comincia' io per volere esser certo di quella fede che vince ogne errore: “uscicci mai alcuno, o per suo merto o per altrui, che poi fosse beato?”", Anch’io faccio parte di queste anime
" E quei che 'ntese il mio parlar coverto, rispuose: “Io era nuovo in questo stato, quando ci vidi venire un possente, con segno di vittoria coronato"," Per questa mancanza e non per altra colpa, siamo all’inferno"
" Trasseci l'ombra del primo parente, d'Abèl suo figlio e quella di Noè, di Moïsè legista e ubidente"," Proviamo un’unica sofferenza, quella di vivere nel desiderio senza speranza di vedere Dio"
" Abraàm patrïarca e Davìd re, Israèl con lo padre e co' suoi nati e con Rachele, per cui tanto fé, e altri molti, e feceli beati",
" E vo' che sappi che, dinanzi ad essi, spiriti umani non eran salvati”",
" Non lasciavam l'andar perch'ei dicessi, ma passavam la selva tuttavia, la selva, dico, di spiriti spessi","» La discesa nel limbo di Gesù Cristo Quando sentii queste parole, provai un gran dolore al cuore, poiché compresi che lì, nel limbo, erano sospese genti di grande valore"
" Non era lunga ancor la nostra via di qua dal sonno, quand'io vidi un foco ch'emisperio di tenebre vincia"," «Dimmi, o maestro mio, dimmi, o signore» io co-minciai, per esser certo di quella fede che vince ogni dubbio, «da questo luogo uscì mai qualcuno, per suo merito o per merito altrui, che poi andasse in paradi-so?» Egli comprese la mia domanda implicita, così rispo-se: «Io ero da poco in questa condizione, quando vidi venire qui Gesù Cristo onnipotente, che portava il segno della sua vittoria sulla morte"
" Di lungi n'eravamo ancora un poco, ma non sì ch'io non discernessi in parte ch'orrevol gente possedea quel loco"," Fece uscire da qui l’ombra di Adamo, il primo padre, di suo figlio Abele e quella di Noè, di Mosè legislatore del suo popolo e sempre obbediente a Dio, del patriarca A-bramo e di re David, di Giacobbe con suo padre I-sacco, i suoi figli e la moglie Rachele, per la quale tanto fece per averla in moglie, e molti altri"
" “O tu ch'onori scïenzïa e arte, questi chi son c'hanno cotanta onranza, che dal modo de li altri li diparte?”", E li portò in paradiso
" E quelli a me: “L'onrata nominanza che di lor suona sù ne la tua vita, grazïa acquista in ciel che sì li avanza”"," Voglio che tu sappia che, prima di essi, gli spiriti umani non si salvavano»"
 Intanto voce fu per me udita: “Onorate l'altissimo poeta," Omero e gli altri poeti Non interrompevamo il cammino perché Virgilio parlava, ma oltrepassammo quella fitta schiera di spiriti, quella schiera, dico, numerosa di spiriti"
" l'ombra sua torna, ch'era dipartita”"," Non avevamo percorso un lungo tratto di strada dopo il mio risveglio, quando io vidi un fuoco che vinceva la cappa di tenebre che ci avvolgeva"
" Poi che la voce fu restata e queta, vidi quattro grand'ombre a noi venire: sembianz' avevan né trista né lieta"," Eravamo anco-ra un po’ lontani da esso, ma non tanto che io non distinguessi confusamente che spiriti di grandi per-sonaggi abitavano quel luogo"
" Lo buon maestro cominciò a dire: “Mira colui con quella spada in mano, che vien dinanzi ai tre sì come sire: quelli è Omero poeta sovrano"," «O tu, che onori la scienza e l’arte poetica, chi sono questi spiriti di fama così grande, che sono separati dalla condizione degli altri?» Ed egli a me: «Il buon nome che di loro suona lassù, nella tua vita, acquista grazia in cielo, che così li privilegia"
 l'altro è Orazio satiro che vene,
" Ovidio è 'l terzo, e l'ultimo Lucano",
" Però che ciascun meco si convene nel nome che sonò la voce sola, fannomi onore, e di ciò fanno bene”","» Intanto io udii una voce: «Onorate Virgilio, l’altissimo poeta"
 Così vid'i' adunar la bella scola di quel segnor de l'altissimo canto che sovra li altri com'aquila vola," La sua ombra si era allontanata, ma ora ritorna in mezzo a noi"
" Da ch'ebber ragionato insieme alquanto, volsersi a me con salutevol cenno, e 'l mio maestro sorrise di tanto",» Poi la voce si fermò e tacque
" e più d'onore ancora assai mi fenno, ch'e' sì mi fecer de la loro schiera, sì ch'io fui sesto tra cotanto senno", Io vidi quattro grandi ombre venire verso di noi
" Così andammo infino a la lumera, parlando cose che 'l tacere è bello, sì com'era 'l parlar colà dov'era", Non avevano l’aspetto né triste né lieto
" Venimmo al piè d'un nobile castello, sette volte cerchiato d'alte mura, difeso intorno d'un bel fiumicello"," Il buon maestro cominciò a dire: «Guarda il poeta con la spada in mano, che precede gli altri tre come loro signore"
 Questo passammo come terra dura," Quello è Omero, il poeta più grande di tutti"
 per sette porte intrai con questi savi: giugnemmo in prato di fresca verdura," L’altro che lo segue è Ora-zio, autore delle Satire"
" Genti v'eran con occhi tardi e gravi, di grande autorità ne' lor sembianti: parlavan rado, con voci soavi", Il terzo è Ovidio
" Traemmoci così da l'un de' canti, in loco aperto, luminoso e alto, sì che veder si potien tutti quanti", E l’ultimo è Lucano
" Colà diritto, sovra 'l verde smalto, mi fuor mostrati li spiriti magni, che del vedere in me stesso m'essalto"," Essi hanno in comune con me il nome di poeta, che era stato pronunciato da uno di loro per tutti gli altri, e in tal modo mi rendono onore, per-ché, onorando me, onorano anche se stessi»"
" I' vidi Eletra con molti compagni, tra ' quai conobbi Ettòr ed Enea, Cesare armato con li occhi grifagni"," Così io vidi radunarsi la bella scuola di quel signore dell’altissimo canto della poesia epica, che vola come un’aquila sopra gli altri poeti"
 Vidi Cammilla e la Pantasilea," Essi si misero a parlare un po’ tra loro, poi si volsero verso di me con un cenno di saluto che fece sorridere il mio ma-estro"
 da l'altra parte vidi 'l re Latino che con Lavina sua figlia sedea," E mi fecero un onore ancora maggiore, poiché mi accolsero nella loro schiera, così io fui sesto tra quelle grandi menti"
" Vidi quel Bruto che cacciò Tarquino, Lucrezia, Iulia, Marzïa e Corniglia"," Il nobile castello dei grandi spiriti Poi andammo verso la fonte di luce davanti a noi, parlando di cose che è bello tacere, proprio com’era bello parlarne là dove io ero"
" e solo, in parte, vidi 'l Saladino"," Venimmo ai piedi di un nobile castello, circondato sette volte da mura molto alte e difeso tutt’intorno da un bel fiumicello"
" Poi ch'innalzai un poco più le ciglia, vidi 'l maestro di color che sanno seder tra filosofica famiglia", Lo oltrepassammo come fosse di terreno solido
" Tutti lo miran, tutti onor li fanno: quivi vid'ïo Socrate e Platone, che 'nnanzi a li altri più presso li stanno", Per sette porte entrai con questi saggi
" Democrito che 'l mondo a caso pone, Dïogenès, Anassagora e Tale, Empedoclès, Eraclito e Zenone", Alla fine giun-gemmo in un prato ricoperto d’erba fresca
" e vidi il buono accoglitor del quale, Dïascoride dico", Qui vi erano genti con sguardi lenti e severi
" e vidi Orfeo, Tulïo e Lino e Seneca morale", Il loro aspetto mostrava grande autorevolezza
" Euclide geomètra e Tolomeo, Ipocràte, Avicenna e Galïeno, Averoìs che 'l gran comento feo", Parlavano poco e con voci soavi
